payment_id,order_id,amount,currency,payment_method,card_network,card_scope,captured_at,fee,tax,status
PAY_PROD_000156,ORD_PROD_000156,12499.99,INR,card,Mastercard,domestic,2026-08-27T06:52:00,218.75,39.38,captured
PAY_PROD_000157,ORD_PROD_000157,4999.99,INR,card,Mastercard,domestic,2026-08-27T07:11:00,77.50,13.95,captured
PAY_PROD_000158,ORD_PROD_000158,3499.00,INR,card,Visa,domestic,2026-08-27T07:32:00,54.23,9.76,captured
PAY_PROD_000159,ORD_PROD_000159,1999.50,INR,card,Visa,domestic,2026-08-27T07:47:00,30.99,5.58,captured
PAY_PROD_000160,ORD_PROD_000160,999.00,INR,card,Mastercard,domestic,2026-08-27T08:07:00,15.48,2.79,captured
PAY_PROD_000161,ORD_PROD_000161,299.00,INR,card,Visa,domestic,2026-08-27T08:26:00,4.63,0.83,captured
PAY_PROD_000162,ORD_PROD_000162,299.00,INR,card,Mastercard,domestic,2026-08-27T08:44:00,4.63,0.83,captured
PAY_PROD_000163,ORD_PROD_000163,12499.00,INR,card,Mastercard,domestic,2026-08-27T08:56:00,193.73,34.87,captured
PAY_PROD_000164,ORD_PROD_000164,299.00,INR,card,Visa,domestic,2026-08-27T09:14:00,4.63,0.83,captured
PAY_PROD_000165,ORD_PROD_000165,2499.99,INR,card,RuPay,domestic,2026-08-27T09:34:00,38.75,6.98,captured
PAY_PROD_000166,ORD_PROD_000166,12499.00,INR,card,Mastercard,domestic,2026-08-27T09:55:00,193.73,34.87,captured
PAY_PROD_000167,ORD_PROD_000167,12499.00,INR,card,Visa,domestic,2026-08-27T10:12:00,193.73,34.87,captured
PAY_PROD_000168,ORD_PROD_000168,19999.50,INR,card,Visa,domestic,2026-08-27T10:32:00,309.99,55.80,captured
PAY_PROD_000169,ORD_PROD_000169,799.99,INR,card,RuPay,domestic,2026-08-27T10:50:00,12.40,2.23,captured
PAY_PROD_000170,ORD_PROD_000170,4999.00,INR,card,Visa,domestic,2026-08-27T11:08:00,77.48,13.95,captured
PAY_PROD_000171,ORD_PROD_000171,1499.00,INR,card,RuPay,domestic,2026-08-27T11:19:00,23.23,4.18,captured
PAY_PROD_000172,ORD_PROD_000172,1999.99,INR,card,Visa,domestic,2026-08-27T11:44:00,31.00,5.58,captured
PAY_PROD_000173,ORD_PROD_000173,7499.99,INR,card,Mastercard,domestic,2026-08-27T11:58:00,116.25,20.93,captured
PAY_PROD_000174,ORD_PROD_000174,4999.50,INR,card,Visa,domestic,2026-08-27T12:16:00,77.49,13.95,captured
PAY_PROD_000175,ORD_PROD_000175,4999.00,INR,card,RuPay,domestic,2026-08-27T12:37:00,77.48,13.95,captured
PAY_PROD_000176,ORD_PROD_000176,19999.00,INR,card,Visa,domestic,2026-08-27T12:50:00,309.98,55.80,captured
PAY_PROD_000177,ORD_PROD_000177,12499.99,INR,card,Visa,domestic,2026-08-27T13:14:00,193.75,34.88,captured
PAY_PROD_000178,ORD_PROD_000178,999.00,INR,card,Mastercard,domestic,2026-08-27T13:34:00,15.48,2.79,captured
PAY_PROD_000179,ORD_PROD_000179,7499.50,INR,card,RuPay,domestic,2026-08-27T13:48:00,116.24,20.92,captured
PAY_PROD_000180,ORD_PROD_000180,799.99,INR,card,Visa,domestic,2026-08-27T14:05:00,12.40,2.23,captured
PAY_PROD_000181,ORD_PROD_000181,3499.50,INR,card,Mastercard,domestic,2026-08-27T14:29:00,54.24,9.76,captured
PAY_PROD_000182,ORD_PROD_000182,14999.50,INR,card,Visa,domestic,2026-08-27T14:42:00,232.49,41.85,captured
PAY_PROD_000183,ORD_PROD_000183,2499.99,INR,card,RuPay,domestic,2026-08-27T14:56:00,38.75,6.98,captured
PAY_PROD_000184,ORD_PROD_000184,19999.00,INR,card,Mastercard,domestic,2026-08-27T15:22:00,309.98,55.80,captured
PAY_PROD_000185,ORD_PROD_000185,1999.00,INR,card,Visa,domestic,2026-08-27T15:36:00,30.98,5.58,captured
PAY_PROD_000186,ORD_PROD_000186,499.50,INR,card,Mastercard,domestic,2026-08-27T15:49:00,7.74,1.39,captured
PAY_PROD_000187,ORD_PROD_000187,19999.00,INR,card,RuPay,domestic,2026-08-27T16:17:00,309.98,55.80,captured
PAY_PROD_000188,ORD_PROD_000188,799.00,INR,card,Visa,domestic,2026-08-27T16:26:00,12.38,2.23,captured
PAY_PROD_000189,ORD_PROD_000189,7499.00,INR,card,Mastercard,domestic,2026-08-27T16:48:00,116.23,20.92,captured
PAY_PROD_000190,ORD_PROD_000190,999.00,INR,card,RuPay,domestic,2026-08-27T17:08:00,15.48,2.79,captured
PAY_PROD_000191,ORD_PROD_000191,3499.00,INR,card,Visa,domestic,2026-08-27T17:18:00,54.23,9.76,captured
PAY_PROD_000192,ORD_PROD_000192,7499.99,INR,card,Mastercard,domestic,2026-08-27T17:47:00,116.25,20.93,captured
PAY_PROD_000193,ORD_PROD_000193,19999.00,INR,card,Visa,domestic,2026-08-27T17:56:00,309.98,55.80,captured
PAY_PROD_000194,ORD_PROD_000194,4999.99,INR,card,Mastercard,domestic,2026-08-27T18:17:00,77.50,17.05,captured
PAY_PROD_000195,ORD_PROD_000195,7499.50,INR,card,RuPay,domestic,2026-08-27T18:38:00,116.24,20.92,captured
PAY_PROD_000196,ORD_PROD_000196,9999.50,INR,card,Visa,domestic,2026-08-27T18:57:00,154.99,27.90,captured
PAY_PROD_000197,ORD_PROD_000197,499.00,INR,card,Visa,domestic,2026-08-27T19:13:00,7.73,1.39,captured
PAY_PROD_000198,ORD_PROD_000198,4999.00,INR,card,Visa,domestic,2026-08-27T19:25:00,77.48,13.95,captured
PAY_PROD_000199,ORD_PROD_000199,12499.50,INR,card,Visa,domestic,2026-08-27T19:51:00,193.74,34.87,captured
PAY_PROD_000200,ORD_PROD_000200,9999.00,INR,card,RuPay,domestic,2026-08-27T20:05:00,154.98,27.90,captured
PAY_PROD_000201,ORD_PROD_000201,4999.99,INR,card,RuPay,domestic,2026-08-27T20:25:00,77.50,13.95,captured
PAY_PROD_000202,ORD_PROD_000202,499.99,INR,card,Visa,domestic,2026-08-27T20:47:00,7.75,1.40,captured
PAY_PROD_000203,ORD_PROD_000203,299.00,INR,card,Mastercard,domestic,2026-08-27T21:03:00,4.63,0.83,captured
PAY_PROD_000204,ORD_PROD_000204,199.99,INR,card,Mastercard,domestic,2026-08-27T21:19:00,3.10,0.56,captured
PAY_PROD_000205,ORD_PROD_000205,499.00,INR,card,Mastercard,domestic,2026-08-27T21:35:00,7.73,1.39,captured
PAY_PROD_000206,ORD_PROD_000206,299.99,INR,card,Visa,domestic,2026-08-27T21:51:00,4.65,0.84,captured
PAY_PROD_000207,ORD_PROD_000207,3499.00,INR,card,RuPay,domestic,2026-08-27T22:07:00,54.23,9.76,captured
PAY_PROD_000208,ORD_PROD_000208,299.00,INR,card,Mastercard,domestic,2026-08-27T22:31:00,4.63,0.83,captured
PAY_PROD_000209,ORD_PROD_000209,1999.99,INR,card,Mastercard,domestic,2026-08-27T22:48:00,31.00,5.58,captured
PAY_PROD_000210,ORD_PROD_000210,199.99,INR,card,Visa,domestic,2026-08-27T23:09:00,3.10,0.56,captured
PAY_PROD_000211,ORD_PROD_000211,2499.99,INR,card,Mastercard,domestic,2026-08-27T23:23:00,38.75,6.98,captured
PAY_PROD_000212,ORD_PROD_000212,199.00,INR,card,Visa,domestic,2026-08-27T23:37:00,3.08,0.55,captured
PAY_PROD_000213,ORD_PROD_000213,14999.99,INR,card,Mastercard,domestic,2026-08-28T00:04:00,232.50,41.85,captured
PAY_PROD_000214,ORD_PROD_000214,499.00,INR,card,Mastercard,domestic,2026-08-28T00:18:00,7.73,1.39,captured
PAY_PROD_000215,ORD_PROD_000215,9999.50,INR,card,Visa,domestic,2026-08-28T00:31:00,154.99,27.90,captured
