settlement_id,payment_id,gross_amount,fee,tax,refund_adjustment,other_adjustment,net_amount,settled_at
SET_PROD_0003,PAY_PROD_000036,499.50,7.74,1.39,0.00,0.00,490.37,2026-08-27T14:04:00
SET_PROD_0003,PAY_PROD_000037,14999.50,232.49,41.85,0.00,0.00,14725.16,2026-08-27T14:04:00
SET_PROD_0003,PAY_PROD_000038,4999.00,87.48,15.75,0.00,0.00,4895.77,2026-08-27T14:04:00
SET_PROD_0003,PAY_PROD_000039,799.00,12.38,2.23,0.00,0.00,784.39,2026-08-27T14:04:00
SET_PROD_0003,PAY_PROD_000040,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-27T14:04:00
SET_PROD_0003,PAY_PROD_000041,1499.00,23.23,4.18,0.00,0.00,1471.59,2026-08-27T14:04:00
SET_PROD_0004,PAY_PROD_000042,1499.00,23.23,4.18,299.80,0.00,1171.79,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000043,1999.00,30.98,5.58,0.00,0.00,1962.44,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000044,9999.99,155.00,27.90,0.00,0.00,9817.09,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000045,2499.99,38.75,6.98,0.00,0.00,2454.26,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000046,14999.00,232.48,41.85,0.00,0.00,14724.67,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000047,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000048,12499.50,193.74,34.87,0.00,0.00,12270.89,2026-08-27T14:17:00
SET_PROD_0004,PAY_PROD_000049,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-08-27T14:17:00
SET_PROD_0005,PAY_PROD_000050,299.00,4.63,0.83,0.00,0.00,293.54,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000051,2499.00,38.73,6.97,0.00,0.00,2453.30,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000052,1999.99,31.00,5.58,0.00,0.00,1963.41,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000053,9999.00,154.98,27.90,0.00,0.00,9816.12,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000054,999.00,15.48,2.79,0.00,0.00,980.73,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000055,1999.99,31.00,5.58,0.00,0.00,1963.41,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000056,3499.99,54.25,9.77,0.00,0.00,3435.97,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000057,1999.00,30.98,5.58,0.00,0.00,1962.44,2026-08-28T14:03:00
SET_PROD_0005,PAY_PROD_000058,7499.00,116.23,20.92,1874.75,0.00,5487.10,2026-08-28T14:03:00
SET_PROD_0006,PAY_PROD_000059,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000060,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000061,799.99,14.00,2.52,0.00,0.00,783.47,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000062,14999.99,232.50,41.85,0.00,0.00,14725.64,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000063,4999.99,77.50,13.95,0.00,0.00,4908.54,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000064,7499.99,116.25,20.93,0.00,0.00,7362.81,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000065,19999.50,309.99,55.80,15999.60,0.00,3634.11,2026-08-28T14:40:00
SET_PROD_0006,PAY_PROD_000066,499.00,7.73,1.39,49.90,0.00,439.98,2026-08-28T14:40:00
SET_PROD_0007,PAY_PROD_000067,2499.00,43.73,7.87,0.00,0.00,2447.40,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000068,4999.50,77.49,13.95,0.00,0.00,4908.06,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000069,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000070,499.00,7.73,1.39,49.90,0.00,439.98,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000071,4999.99,77.50,13.95,0.00,0.00,4908.54,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000072,3499.99,54.25,9.77,0.00,0.00,3435.97,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000073,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-28T14:03:00
SET_PROD_0007,PAY_PROD_000074,2499.00,38.73,6.97,0.00,0.00,2453.30,2026-08-28T14:03:00
SET_PROD_0008,PAY_PROD_000075,3499.99,54.25,9.77,0.00,0.00,3435.97,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000076,499.00,7.73,1.39,0.00,0.00,489.88,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000077,4999.99,77.50,13.95,0.00,0.00,4908.54,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000078,2499.00,38.73,6.97,0.00,0.00,2453.30,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000079,4999.00,77.48,13.95,0.00,49.00,4858.57,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000080,299.00,4.63,0.83,74.75,0.00,218.79,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000081,499.00,7.73,1.39,0.00,0.00,489.88,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000082,1499.00,23.23,4.18,0.00,0.00,1471.59,2026-08-28T14:26:00
SET_PROD_0008,PAY_PROD_000083,999.00,15.48,2.79,199.80,0.00,780.93,2026-08-28T14:26:00
SET_PROD_0009,PAY_PROD_000084,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000085,14999.00,232.48,41.85,0.00,0.00,14724.67,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000086,9999.00,154.98,27.90,0.00,0.00,9816.12,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000087,199.00,3.09,0.55,0.00,0.00,195.36,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000088,9999.00,154.98,27.90,0.00,0.00,9816.12,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000089,1999.50,30.99,5.58,0.00,0.00,1962.93,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000090,1499.50,23.24,4.18,0.00,0.00,1472.08,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000091,299.00,4.63,0.83,74.75,0.00,218.79,2026-08-28T14:14:00
SET_PROD_0009,PAY_PROD_000092,12499.00,193.73,42.62,0.00,0.00,12262.65,2026-08-28T14:14:00
SET_PROD_0010,PAY_PROD_000093,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000094,499.00,7.73,1.39,0.00,0.00,489.88,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000095,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000096,14999.00,232.48,41.85,0.00,0.00,14724.67,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000097,1499.50,23.24,4.18,0.00,0.00,1472.08,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000098,2499.50,38.74,6.97,0.00,0.00,2453.79,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000099,199.50,3.09,0.56,0.00,0.00,195.85,2026-08-28T14:41:00
SET_PROD_0010,PAY_PROD_000100,2499.00,38.73,6.97,0.00,0.00,2453.30,2026-08-28T14:41:00
SET_PROD_0011,PAY_PROD_000101,1499.50,23.24,4.18,0.00,0.00,1472.08,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000102,7499.99,131.25,23.63,0.00,0.00,7345.11,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000103,299.99,4.65,0.84,0.00,0.00,294.50,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000104,499.99,7.75,1.40,0.00,0.00,490.84,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000105,1999.00,30.98,5.58,199.90,0.00,1762.54,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000106,499.00,7.73,1.39,0.00,0.00,489.88,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000107,9999.00,154.98,27.90,1999.80,0.00,7816.32,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000108,999.99,15.50,2.79,0.00,0.00,981.70,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000109,999.99,15.50,2.79,0.00,0.00,981.70,2026-08-28T14:09:00
SET_PROD_0011,PAY_PROD_000110,14999.99,232.50,41.85,0.00,0.00,14725.64,2026-08-28T14:09:00
SET_PROD_0012,PAY_PROD_000111,1499.00,23.23,4.18,0.00,0.00,1471.59,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000112,4999.50,77.49,13.95,0.00,0.00,4908.06,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000113,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000114,14999.50,232.49,41.85,0.00,0.00,14725.16,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000115,299.00,4.63,0.83,119.60,0.00,173.94,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000116,799.00,12.38,2.23,319.60,0.00,464.79,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000117,499.50,7.74,1.39,0.00,0.00,490.37,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000118,1499.50,23.24,4.18,0.00,0.00,1472.08,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000119,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-28T14:34:00
SET_PROD_0012,PAY_PROD_000120,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-28T14:34:00
SET_PROD_0013,PAY_PROD_000121,1499.00,23.23,4.18,0.00,0.00,1471.59,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000122,799.00,12.38,2.23,0.00,0.00,784.39,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000123,499.00,7.73,1.39,0.00,0.00,489.88,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000124,1499.00,23.23,4.18,0.00,0.00,1471.59,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000125,199.00,3.08,0.55,0.00,0.00,195.37,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000126,199.50,3.09,0.56,0.00,0.00,195.85,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000127,2499.00,38.73,6.97,0.00,0.00,2453.30,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000128,4999.99,77.50,17.05,0.00,0.00,4905.44,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000129,999.00,15.48,2.79,0.00,0.00,980.73,2026-09-02T14:48:00
SET_PROD_0013,PAY_PROD_000130,19999.50,349.99,63.00,0.00,0.00,19586.51,2026-09-02T14:48:00
SET_PROD_0014,PAY_PROD_000131,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-08-31T14:07:00
SET_PROD_0014,PAY_PROD_000132,1999.00,30.98,5.58,0.00,0.00,1962.44,2026-08-31T14:07:00
SET_PROD_0014,PAY_PROD_000133,999.99,15.50,2.79,0.00,0.00,981.70,2026-08-31T14:07:00
SET_PROD_0014,PAY_PROD_000134,14999.00,232.48,41.85,0.00,0.00,14724.67,2026-08-31T14:07:00
SET_PROD_0014,PAY_PROD_000135,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-31T14:07:00
SET_PROD_0014,PAY_PROD_000136,2499.50,38.74,6.97,249.95,0.00,2203.84,2026-08-31T14:07:00
SET_PROD_0014,PAY_PROD_000137,799.50,12.39,2.23,0.00,0.00,784.88,2026-08-31T14:07:00
SET_PROD_0015,PAY_PROD_000138,499.00,7.73,1.39,0.00,0.00,489.88,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000139,199.00,3.08,0.55,99.50,0.00,95.87,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000140,1499.99,23.25,4.19,0.00,0.00,1472.55,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000141,799.50,12.39,2.23,0.00,0.00,784.88,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000142,2499.00,38.73,6.97,0.00,0.00,2453.30,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000143,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000144,9999.50,154.99,27.90,0.00,0.00,9816.61,2026-08-31T14:35:00
SET_PROD_0015,PAY_PROD_000145,9999.99,155.00,27.90,0.00,0.00,9817.09,2026-08-31T14:35:00
SET_PROD_0016,PAY_PROD_000146,999.00,15.48,2.79,0.00,0.00,980.73,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000147,12499.00,218.73,39.37,0.00,0.00,12240.90,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000148,7499.00,116.23,20.92,0.00,0.00,7361.85,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000149,7499.50,116.24,20.92,2999.80,0.00,4362.54,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000150,499.00,7.73,1.39,99.80,0.00,390.08,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000151,999.00,15.48,2.79,0.00,0.00,980.73,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000152,1999.99,31.00,5.58,0.00,0.00,1963.41,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000153,4999.50,77.49,13.95,0.00,0.00,4908.06,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000154,499.50,7.74,1.39,0.00,0.00,490.37,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000155,1999.50,30.99,5.58,0.00,0.00,1962.93,2026-08-31T14:45:00
SET_PROD_0016,PAY_PROD_000156,12499.99,218.75,39.38,0.00,0.00,12241.86,2026-08-31T14:45:00
SET_PROD_0017,PAY_PROD_000157,4999.99,77.50,13.95,0.00,0.00,4908.54,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000158,3499.00,54.23,9.76,0.00,0.00,3435.01,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000159,1999.50,30.99,5.58,0.00,0.00,1962.93,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000160,999.00,15.48,2.79,249.75,0.00,730.98,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000161,299.00,4.63,0.83,0.00,0.00,293.54,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000162,299.00,4.63,0.83,0.00,0.00,293.54,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000163,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000164,299.00,4.63,0.83,0.00,0.00,293.54,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000165,2499.99,38.75,6.98,0.00,0.00,2454.26,2026-08-31T14:37:00
SET_PROD_0017,PAY_PROD_000166,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-08-31T14:37:00
SET_PROD_0018,PAY_PROD_000167,12499.00,193.73,34.87,2499.80,0.00,9770.60,2026-09-03T14:45:00
SET_PROD_0018,PAY_PROD_000168,19999.50,309.99,55.80,0.00,0.00,19633.71,2026-09-03T14:45:00
SET_PROD_0018,PAY_PROD_000169,799.99,12.40,2.23,0.00,0.00,785.36,2026-09-03T14:45:00
SET_PROD_0018,PAY_PROD_000170,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-09-03T14:45:00
SET_PROD_0018,PAY_PROD_000171,1499.00,23.23,4.18,0.00,0.00,1471.59,2026-09-03T14:45:00
SET_PROD_0018,PAY_PROD_000172,1999.99,31.00,5.58,0.00,0.00,1963.41,2026-09-03T14:45:00
SET_PROD_0019,PAY_PROD_000173,7499.99,116.25,20.93,0.00,0.00,7362.81,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000174,4999.50,77.49,13.95,0.00,0.00,4908.06,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000175,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000176,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000177,12499.99,193.75,34.88,0.00,0.00,12271.36,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000178,999.00,15.48,2.79,0.00,0.00,980.73,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000179,7499.50,116.24,20.92,0.00,0.00,7362.34,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000180,799.99,12.40,2.23,0.00,0.00,785.36,2026-08-31T14:29:00
SET_PROD_0019,PAY_PROD_000181,3499.50,54.24,9.76,0.00,0.00,3435.50,2026-08-31T14:29:00
SET_PROD_0020,PAY_PROD_000182,14999.50,232.49,41.85,0.00,0.00,14725.16,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000183,2499.99,38.75,6.98,0.00,0.00,2454.26,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000184,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000185,1999.00,30.98,5.58,999.50,0.00,962.94,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000186,499.50,7.74,1.39,0.00,0.00,490.37,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000187,19999.00,309.98,55.80,7999.60,0.00,11633.62,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000188,799.00,12.38,2.23,0.00,0.00,784.39,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000189,7499.00,116.23,20.92,2999.60,0.00,4362.25,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000190,999.00,15.48,2.79,0.00,0.00,980.73,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000191,3499.00,54.23,9.76,0.00,0.00,3435.01,2026-08-31T14:32:00
SET_PROD_0020,PAY_PROD_000192,7499.99,116.25,20.93,0.00,0.00,7362.81,2026-08-31T14:32:00
SET_PROD_0021,PAY_PROD_000193,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000194,4999.99,77.50,17.05,0.00,0.00,4905.44,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000195,7499.50,116.24,20.92,0.00,0.00,7362.34,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000196,9999.50,154.99,27.90,0.00,0.00,9816.61,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000197,499.00,7.73,1.39,0.00,0.00,489.88,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000198,4999.00,77.48,13.95,1249.75,0.00,3657.82,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000199,12499.50,193.74,34.87,0.00,0.00,12270.89,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000200,9999.00,154.98,27.90,0.00,0.00,9816.12,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000201,4999.99,77.50,13.95,0.00,0.00,4908.54,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000202,499.99,7.75,1.40,0.00,0.00,490.84,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000203,299.00,4.63,0.83,0.00,0.00,293.54,2026-09-03T14:16:00
SET_PROD_0021,PAY_PROD_000204,199.99,3.10,0.56,0.00,0.00,196.33,2026-09-03T14:16:00
SET_PROD_0022,PAY_PROD_000205,499.00,7.73,1.39,0.00,0.00,489.88,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000206,299.99,4.65,0.84,299.99,0.00,-5.49,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000207,3499.00,54.23,9.76,0.00,0.00,3435.01,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000208,299.00,4.63,0.83,0.00,0.00,293.54,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000209,1999.99,31.00,5.58,0.00,0.00,1963.41,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000210,199.99,3.10,0.56,0.00,0.00,196.33,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000211,2499.99,38.75,6.98,2499.99,0.00,-45.73,2026-08-31T14:02:00
SET_PROD_0022,PAY_PROD_000212,199.00,3.08,0.55,0.00,0.00,195.37,2026-08-31T14:02:00
SET_PROD_0023,PAY_PROD_000213,14999.99,232.50,41.85,0.00,0.00,14725.64,2026-09-01T14:05:00
SET_PROD_0023,PAY_PROD_000214,499.00,7.73,1.39,0.00,0.00,489.88,2026-09-01T14:05:00
SET_PROD_0023,PAY_PROD_000215,9999.50,154.99,27.90,0.00,0.00,9816.61,2026-09-01T14:05:00
SET_PROD_0023,PAY_PROD_000216,2499.50,38.74,6.97,0.00,0.00,2453.79,2026-09-01T14:05:00
SET_PROD_0023,PAY_PROD_000217,799.50,12.39,2.23,0.00,0.00,784.88,2026-09-01T14:05:00
SET_PROD_0023,PAY_PROD_000218,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-09-01T14:05:00
SET_PROD_0024,PAY_PROD_000219,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000220,12499.00,193.73,34.87,0.00,0.00,12270.40,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000221,7499.00,116.23,20.92,0.00,0.00,7361.85,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000222,999.00,15.48,2.79,0.00,0.00,980.73,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000223,9999.00,154.98,27.90,999.90,0.00,8816.22,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000224,9999.00,154.98,27.90,0.00,0.00,9816.12,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000225,7499.99,116.25,20.93,0.00,0.00,7362.81,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000226,3499.00,54.23,9.76,699.80,0.00,2735.21,2026-09-01T14:41:00
SET_PROD_0024,PAY_PROD_000227,4999.00,77.48,13.95,0.00,0.00,4907.57,2026-09-01T14:41:00
SET_PROD_0025,PAY_PROD_000228,199.99,3.10,0.56,0.00,0.00,196.33,2026-09-01T14:48:00
SET_PROD_0025,PAY_PROD_000229,14999.00,232.48,41.85,0.00,0.00,14724.67,2026-09-01T14:48:00
SET_PROD_0025,PAY_PROD_000230,9999.00,154.98,27.90,0.00,0.00,9816.12,2026-09-01T14:48:00
SET_PROD_0025,PAY_PROD_000231,199.50,3.09,0.56,0.00,0.00,195.85,2026-09-01T14:48:00
SET_PROD_0025,PAY_PROD_000232,7499.00,116.23,20.92,0.00,0.00,7361.85,2026-09-01T14:48:00
SET_PROD_0025,PAY_PROD_000233,799.00,12.38,2.23,0.00,0.00,784.39,2026-09-01T14:48:00
SET_PROD_0025,PAY_PROD_000234,19999.00,309.98,55.80,0.00,0.00,19633.22,2026-09-01T14:48:00
