order_id,customer_id,amount,created_at,expected_status,payment_id
ORD_PROD_000021,CUST_00165,499.00,2026-08-25T14:20:00,paid,PAY_PROD_000021
ORD_PROD_000022,CUST_00300,19999.50,2026-08-25T14:35:00,paid,PAY_PROD_000022
ORD_PROD_000023,CUST_00050,2499.50,2026-08-25T14:29:00,paid,PAY_PROD_000023
ORD_PROD_000024,CUST_00086,2499.00,2026-08-25T15:07:00,paid,PAY_PROD_000024
ORD_PROD_000025,CUST_00109,2499.50,2026-08-25T15:16:00,paid,PAY_PROD_000025
ORD_PROD_000026,CUST_00102,3499.00,2026-08-25T15:16:00,paid,PAY_PROD_000026
ORD_PROD_000027,CUST_00010,799.00,2026-08-25T15:41:00,paid,PAY_PROD_000027
ORD_PROD_000028,CUST_00170,4999.00,2026-08-25T16:04:00,paid,PAY_PROD_000028
ORD_PROD_000029,CUST_00348,12499.50,2026-08-25T16:04:00,paid,PAY_PROD_000029
ORD_PROD_000030,CUST_00420,499.00,2026-08-25T16:28:00,paid,PAY_PROD_000030
ORD_PROD_000031,CUST_00052,12499.00,2026-08-25T17:20:00,paid,PAY_PROD_000031
ORD_PROD_000032,CUST_00115,299.00,2026-08-25T16:57:00,paid,PAY_PROD_000032
ORD_PROD_000033,CUST_00040,2499.00,2026-08-25T17:59:00,paid,PAY_PROD_000033
ORD_PROD_000034,CUST_00101,9999.00,2026-08-25T18:09:00,paid,PAY_PROD_000034
ORD_PROD_000035,CUST_00102,3499.00,2026-08-25T18:14:00,paid,PAY_PROD_000035
ORD_PROD_000036,CUST_00222,499.50,2026-08-25T18:40:00,paid,PAY_PROD_000036
ORD_PROD_000037,CUST_00210,14999.50,2026-08-25T18:49:00,paid,PAY_PROD_000037
ORD_PROD_000038,CUST_00342,4999.00,2026-08-25T18:46:00,paid,PAY_PROD_000038
ORD_PROD_000039,CUST_00079,799.00,2026-08-25T19:08:00,paid,PAY_PROD_000039
ORD_PROD_000040,CUST_00231,19999.00,2026-08-25T19:44:00,paid,PAY_PROD_000040
ORD_PROD_000041,CUST_00077,1499.00,2026-08-25T19:39:00,paid,PAY_PROD_000041
ORD_PROD_000042,CUST_00333,1499.00,2026-08-25T20:30:00,paid,PAY_PROD_000042
ORD_PROD_000043,CUST_00385,1999.00,2026-08-25T20:11:00,paid,PAY_PROD_000043
ORD_PROD_000044,CUST_00111,9999.99,2026-08-25T20:35:00,paid,PAY_PROD_000044
ORD_PROD_000045,CUST_00328,2499.99,2026-08-25T21:06:00,paid,PAY_PROD_000045
ORD_PROD_000046,CUST_00076,14999.00,2026-08-25T21:50:00,paid,PAY_PROD_000046
ORD_PROD_000047,CUST_00333,12499.00,2026-08-25T22:02:00,paid,PAY_PROD_000047
ORD_PROD_000048,CUST_00188,12499.50,2026-08-25T22:03:00,paid,PAY_PROD_000048
ORD_PROD_000049,CUST_00240,4999.00,2026-08-25T22:35:00,paid,PAY_PROD_000049
ORD_PROD_000050,CUST_00138,299.00,2026-08-25T22:49:00,paid,PAY_PROD_000050
ORD_PROD_000051,CUST_00322,2499.00,2026-08-25T22:49:00,paid,PAY_PROD_000051
ORD_PROD_000052,CUST_00260,1999.99,2026-08-25T23:12:00,paid,PAY_PROD_000052
ORD_PROD_000053,CUST_00360,9999.00,2026-08-25T23:46:00,paid,PAY_PROD_000053
ORD_PROD_000054,CUST_00308,999.00,2026-08-25T23:45:00,paid,PAY_PROD_000054
ORD_PROD_000055,CUST_00028,1999.99,2026-08-26T00:28:00,paid,PAY_PROD_000055
ORD_PROD_000056,CUST_00219,3499.99,2026-08-26T00:14:00,paid,PAY_PROD_000056
ORD_PROD_000057,CUST_00234,1999.00,2026-08-26T00:53:00,paid,PAY_PROD_000057
ORD_PROD_000058,CUST_00107,7499.00,2026-08-26T01:25:00,paid,PAY_PROD_000058
ORD_PROD_000059,CUST_00406,4999.00,2026-08-26T01:26:00,paid,PAY_PROD_000059
ORD_PROD_000060,CUST_00338,19999.00,2026-08-26T01:50:00,paid,PAY_PROD_000060
ORD_PROD_000061,CUST_00093,799.99,2026-08-26T02:20:00,paid,PAY_PROD_000061
ORD_PROD_000062,CUST_00171,14999.99,2026-08-26T02:20:00,paid,PAY_PROD_000062
ORD_PROD_000063,CUST_00035,4999.99,2026-08-26T02:30:00,paid,PAY_PROD_000063
ORD_PROD_000064,CUST_00377,7499.99,2026-08-26T02:41:00,paid,PAY_PROD_000064
ORD_PROD_000065,CUST_00192,19999.50,2026-08-26T02:55:00,paid,PAY_PROD_000065
ORD_PROD_000066,CUST_00297,499.00,2026-08-26T03:45:00,paid,PAY_PROD_000066
ORD_PROD_000067,CUST_00141,2499.00,2026-08-26T03:42:00,paid,PAY_PROD_000067
ORD_PROD_000068,CUST_00318,4999.50,2026-08-26T04:19:00,paid,PAY_PROD_000068
ORD_PROD_000069,CUST_00330,19999.00,2026-08-26T04:21:00,paid,PAY_PROD_000069
ORD_PROD_000070,CUST_00386,499.00,2026-08-26T05:00:00,paid,PAY_PROD_000070
ORD_PROD_000071,CUST_00230,4999.99,2026-08-26T05:14:00,paid,PAY_PROD_000071
ORD_PROD_000072,CUST_00192,3499.99,2026-08-26T05:07:00,paid,PAY_PROD_000072
ORD_PROD_000073,CUST_00402,12499.00,2026-08-26T05:30:00,paid,PAY_PROD_000073
ORD_PROD_000074,CUST_00289,2499.00,2026-08-26T06:07:00,paid,PAY_PROD_000074
ORD_PROD_000075,CUST_00370,3499.99,2026-08-26T05:59:00,paid,PAY_PROD_000075
ORD_PROD_000076,CUST_00405,499.00,2026-08-26T06:21:00,paid,PAY_PROD_000076
ORD_PROD_000077,CUST_00337,4999.99,2026-08-26T06:34:00,paid,PAY_PROD_000077
ORD_PROD_000078,CUST_00103,2499.00,2026-08-26T07:01:00,paid,PAY_PROD_000078
ORD_PROD_000079,CUST_00295,4999.00,2026-08-26T07:05:00,paid,PAY_PROD_000079
ORD_PROD_000080,CUST_00288,299.00,2026-08-26T07:36:00,paid,PAY_PROD_000080
ORD_PROD_000081,CUST_00341,499.00,2026-08-26T07:47:00,paid,PAY_PROD_000081
ORD_PROD_000082,CUST_00270,1499.00,2026-08-26T08:05:00,paid,PAY_PROD_000082
ORD_PROD_000083,CUST_00074,999.00,2026-08-26T08:57:00,paid,PAY_PROD_000083
ORD_PROD_000084,CUST_00362,12499.00,2026-08-26T09:07:00,paid,PAY_PROD_000084
ORD_PROD_000085,CUST_00211,14999.00,2026-08-26T09:25:00,paid,PAY_PROD_000085
ORD_PROD_000086,CUST_00200,9999.00,2026-08-26T09:15:00,paid,PAY_PROD_000086
ORD_PROD_000087,CUST_00084,199.00,2026-08-26T09:39:00,paid,PAY_PROD_000087
ORD_PROD_000088,CUST_00342,9999.00,2026-08-26T09:59:00,paid,PAY_PROD_000088
ORD_PROD_000089,CUST_00197,1999.50,2026-08-26T10:15:00,paid,PAY_PROD_000089
ORD_PROD_000090,CUST_00383,1499.50,2026-08-26T10:45:00,paid,PAY_PROD_000090
ORD_PROD_000091,CUST_00094,299.00,2026-08-26T10:49:00,paid,PAY_PROD_000091
ORD_PROD_000092,CUST_00004,12499.00,2026-08-26T11:28:00,paid,PAY_PROD_000092
ORD_PROD_000093,CUST_00405,19999.00,2026-08-26T11:31:00,paid,PAY_PROD_000093
ORD_PROD_000094,CUST_00313,499.00,2026-08-26T12:12:00,paid,PAY_PROD_000094
ORD_PROD_000095,CUST_00325,19999.00,2026-08-26T12:34:00,paid,PAY_PROD_000095
ORD_PROD_000096,CUST_00002,14999.00,2026-08-26T12:26:00,paid,PAY_PROD_000096
ORD_PROD_000097,CUST_00257,1499.50,2026-08-26T12:57:00,paid,PAY_PROD_000097
ORD_PROD_000098,CUST_00047,2499.50,2026-08-26T12:55:00,paid,PAY_PROD_000098
ORD_PROD_000099,CUST_00134,199.50,2026-08-26T13:26:00,paid,PAY_PROD_000099
ORD_PROD_000100,CUST_00296,2499.00,2026-08-26T13:55:00,paid,PAY_PROD_000100
ORD_PROD_000101,CUST_00143,1499.50,2026-08-26T14:06:00,paid,PAY_PROD_000101
ORD_PROD_000102,CUST_00412,7499.99,2026-08-26T14:12:00,paid,PAY_PROD_000102
ORD_PROD_000103,CUST_00329,299.99,2026-08-26T14:13:00,paid,PAY_PROD_000103
ORD_PROD_000104,CUST_00400,499.99,2026-08-26T14:34:00,paid,PAY_PROD_000104
ORD_PROD_000105,CUST_00360,1999.00,2026-08-26T15:25:00,paid,PAY_PROD_000105
ORD_PROD_000106,CUST_00292,499.00,2026-08-26T15:34:00,paid,PAY_PROD_000106
ORD_PROD_000107,CUST_00306,9999.00,2026-08-26T15:37:00,paid,PAY_PROD_000107
ORD_PROD_000108,CUST_00040,999.99,2026-08-26T15:53:00,paid,PAY_PROD_000108
ORD_PROD_000109,CUST_00306,999.99,2026-08-26T16:33:00,paid,PAY_PROD_000109
ORD_PROD_000110,CUST_00302,14999.99,2026-08-26T16:28:00,paid,PAY_PROD_000110
ORD_PROD_000111,CUST_00063,1499.00,2026-08-26T16:45:00,paid,PAY_PROD_000111
ORD_PROD_000112,CUST_00337,4999.50,2026-08-26T17:35:00,paid,PAY_PROD_000112
ORD_PROD_000113,CUST_00181,19999.00,2026-08-26T17:44:00,paid,PAY_PROD_000113
ORD_PROD_000114,CUST_00276,14999.50,2026-08-26T18:08:00,paid,PAY_PROD_000114
ORD_PROD_000115,CUST_00295,299.00,2026-08-26T18:31:00,paid,PAY_PROD_000115
ORD_PROD_000116,CUST_00413,799.00,2026-08-26T18:12:00,paid,PAY_PROD_000116
ORD_PROD_000117,CUST_00381,499.50,2026-08-26T18:46:00,paid,PAY_PROD_000117
ORD_PROD_000118,CUST_00166,1499.50,2026-08-26T19:00:00,paid,PAY_PROD_000118
ORD_PROD_000119,CUST_00313,12499.00,2026-08-26T19:14:00,paid,PAY_PROD_000119
ORD_PROD_000120,CUST_00162,19999.00,2026-08-26T19:22:00,paid,PAY_PROD_000120
ORD_PROD_000121,CUST_00007,1499.00,2026-08-26T19:45:00,paid,PAY_PROD_000121
ORD_PROD_000122,CUST_00144,799.00,2026-08-26T20:25:00,paid,PAY_PROD_000122
ORD_PROD_000123,CUST_00270,499.00,2026-08-26T20:54:00,paid,PAY_PROD_000123
ORD_PROD_000124,CUST_00219,1499.00,2026-08-26T20:38:00,paid,PAY_PROD_000124
ORD_PROD_000125,CUST_00280,199.00,2026-08-26T21:19:00,paid,PAY_PROD_000125
ORD_PROD_000126,CUST_00275,199.50,2026-08-26T21:28:00,paid,PAY_PROD_000126
ORD_PROD_000127,CUST_00198,2499.00,2026-08-26T21:27:00,paid,PAY_PROD_000127
ORD_PROD_000128,CUST_00215,4999.99,2026-08-26T22:20:00,paid,PAY_PROD_000128
ORD_PROD_000129,CUST_00324,999.00,2026-08-26T22:17:00,paid,PAY_PROD_000129
ORD_PROD_000130,CUST_00018,19999.50,2026-08-26T22:47:00,paid,PAY_PROD_000130
ORD_PROD_000131,CUST_00366,4999.00,2026-08-26T22:45:00,paid,PAY_PROD_000131
ORD_PROD_000132,CUST_00038,1999.00,2026-08-26T23:22:00,paid,PAY_PROD_000132
ORD_PROD_000133,CUST_00287,999.99,2026-08-26T23:34:00,paid,PAY_PROD_000133
ORD_PROD_000134,CUST_00244,14999.00,2026-08-26T23:43:00,paid,PAY_PROD_000134
ORD_PROD_000135,CUST_00254,19999.00,2026-08-26T23:48:00,paid,PAY_PROD_000135
ORD_PROD_000136,CUST_00187,2499.50,2026-08-27T00:18:00,paid,PAY_PROD_000136
ORD_PROD_000137,CUST_00279,799.50,2026-08-27T01:03:00,paid,PAY_PROD_000137
ORD_PROD_000138,CUST_00059,499.00,2026-08-27T01:14:00,paid,PAY_PROD_000138
ORD_PROD_000139,CUST_00115,199.00,2026-08-27T01:06:00,paid,PAY_PROD_000139
ORD_PROD_000140,CUST_00157,1499.99,2026-08-27T01:32:00,paid,PAY_PROD_000140
ORD_PROD_000141,CUST_00191,799.50,2026-08-27T01:48:00,paid,PAY_PROD_000141
ORD_PROD_000142,CUST_00011,2499.00,2026-08-27T02:24:00,paid,PAY_PROD_000142
ORD_PROD_000143,CUST_00226,12499.00,2026-08-27T02:47:00,paid,PAY_PROD_000143
ORD_PROD_000144,CUST_00030,9999.50,2026-08-27T03:12:00,paid,PAY_PROD_000144
ORD_PROD_000145,CUST_00252,9999.99,2026-08-27T03:25:00,paid,PAY_PROD_000145
ORD_PROD_000146,CUST_00128,999.00,2026-08-27T03:17:00,paid,PAY_PROD_000146
ORD_PROD_000147,CUST_00124,12499.00,2026-08-27T03:30:00,paid,PAY_PROD_000147
ORD_PROD_000148,CUST_00041,7499.00,2026-08-27T04:11:00,paid,PAY_PROD_000148
ORD_PROD_000149,CUST_00326,7499.50,2026-08-27T04:04:00,paid,PAY_PROD_000149
ORD_PROD_000150,CUST_00345,499.00,2026-08-27T04:30:00,paid,PAY_PROD_000150
ORD_PROD_000151,CUST_00298,999.00,2026-08-27T05:02:00,paid,PAY_PROD_000151
ORD_PROD_000152,CUST_00307,1999.99,2026-08-27T05:24:00,paid,PAY_PROD_000152
ORD_PROD_000153,CUST_00296,4999.50,2026-08-27T05:40:00,paid,PAY_PROD_000153
ORD_PROD_000154,CUST_00105,499.50,2026-08-27T06:09:00,paid,PAY_PROD_000154
ORD_PROD_000155,CUST_00385,1999.50,2026-08-27T06:31:00,paid,PAY_PROD_000155
ORD_PROD_000156,CUST_00332,12499.99,2026-08-27T06:38:00,paid,PAY_PROD_000156
ORD_PROD_000157,CUST_00242,4999.99,2026-08-27T06:53:00,paid,PAY_PROD_000157
ORD_PROD_000158,CUST_00006,3499.00,2026-08-27T07:26:00,paid,PAY_PROD_000158
ORD_PROD_000159,CUST_00117,1999.50,2026-08-27T07:26:00,paid,PAY_PROD_000159
ORD_PROD_000160,CUST_00253,999.00,2026-08-27T07:54:00,paid,PAY_PROD_000160
ORD_PROD_000161,CUST_00346,299.00,2026-08-27T07:54:00,paid,PAY_PROD_000161
ORD_PROD_000162,CUST_00285,299.00,2026-08-27T08:15:00,paid,PAY_PROD_000162
ORD_PROD_000163,CUST_00073,12499.00,2026-08-27T08:24:00,paid,PAY_PROD_000163
ORD_PROD_000164,CUST_00325,299.00,2026-08-27T09:09:00,paid,PAY_PROD_000164
ORD_PROD_000165,CUST_00120,2499.99,2026-08-27T09:30:00,paid,PAY_PROD_000165
ORD_PROD_000166,CUST_00212,12499.00,2026-08-27T09:30:00,paid,PAY_PROD_000166
ORD_PROD_000167,CUST_00249,12499.00,2026-08-27T10:05:00,paid,PAY_PROD_000167
ORD_PROD_000168,CUST_00324,19999.50,2026-08-27T10:28:00,paid,PAY_PROD_000168
ORD_PROD_000169,CUST_00262,799.99,2026-08-27T10:47:00,paid,PAY_PROD_000169
ORD_PROD_000170,CUST_00284,4999.00,2026-08-27T10:55:00,paid,PAY_PROD_000170
ORD_PROD_000171,CUST_00166,1499.00,2026-08-27T10:40:00,paid,PAY_PROD_000171
ORD_PROD_000172,CUST_00406,1999.99,2026-08-27T11:22:00,paid,PAY_PROD_000172
ORD_PROD_000173,CUST_00373,7499.99,2026-08-27T11:25:00,paid,PAY_PROD_000173
ORD_PROD_000174,CUST_00266,4999.50,2026-08-27T11:33:00,paid,PAY_PROD_000174
ORD_PROD_000175,CUST_00206,4999.00,2026-08-27T12:05:00,paid,PAY_PROD_000175
ORD_PROD_000176,CUST_00089,19999.00,2026-08-27T12:30:00,paid,PAY_PROD_000176
ORD_PROD_000177,CUST_00420,12499.99,2026-08-27T12:58:00,paid,PAY_PROD_000177
ORD_PROD_000178,CUST_00296,999.00,2026-08-27T13:27:00,paid,PAY_PROD_000178
ORD_PROD_000179,CUST_00070,7499.50,2026-08-27T13:33:00,paid,PAY_PROD_000179
ORD_PROD_000180,CUST_00295,799.99,2026-08-27T13:35:00,paid,PAY_PROD_000180
ORD_PROD_000181,CUST_00127,3499.50,2026-08-27T14:01:00,paid,PAY_PROD_000181
ORD_PROD_000182,CUST_00352,14999.50,2026-08-27T14:05:00,paid,PAY_PROD_000182
ORD_PROD_000183,CUST_00246,2499.99,2026-08-27T14:29:00,paid,PAY_PROD_000183
ORD_PROD_000184,CUST_00288,19999.00,2026-08-27T15:11:00,paid,PAY_PROD_000184
ORD_PROD_000185,CUST_00391,1999.00,2026-08-27T15:10:00,paid,PAY_PROD_000185
ORD_PROD_000186,CUST_00222,499.50,2026-08-27T15:13:00,paid,PAY_PROD_000186
ORD_PROD_000187,CUST_00291,19999.00,2026-08-27T15:42:00,paid,PAY_PROD_000187
ORD_PROD_000188,CUST_00066,799.00,2026-08-27T16:04:00,paid,PAY_PROD_000188
ORD_PROD_000189,CUST_00286,7499.00,2026-08-27T16:21:00,paid,PAY_PROD_000189
ORD_PROD_000190,CUST_00373,999.00,2026-08-27T16:53:00,paid,PAY_PROD_000190
ORD_PROD_000191,CUST_00248,3499.00,2026-08-27T17:07:00,paid,PAY_PROD_000191
ORD_PROD_000192,CUST_00399,7499.99,2026-08-27T17:42:00,paid,PAY_PROD_000192
ORD_PROD_000193,CUST_00356,19999.00,2026-08-27T17:50:00,paid,PAY_PROD_000193
ORD_PROD_000194,CUST_00383,4999.99,2026-08-27T18:01:00,paid,PAY_PROD_000194
ORD_PROD_000195,CUST_00073,7499.50,2026-08-27T18:30:00,paid,PAY_PROD_000195
ORD_PROD_000196,CUST_00135,9999.50,2026-08-27T18:54:00,paid,PAY_PROD_000196
ORD_PROD_000197,CUST_00377,499.00,2026-08-27T18:55:00,paid,PAY_PROD_000197
ORD_PROD_000198,CUST_00083,4999.00,2026-08-27T18:46:00,paid,PAY_PROD_000198
ORD_PROD_000199,CUST_00336,12499.50,2026-08-27T19:42:00,paid,PAY_PROD_000199
ORD_PROD_000200,CUST_00086,9999.00,2026-08-27T19:53:00,paid,PAY_PROD_000200
ORD_PROD_000201,CUST_00267,4999.99,2026-08-27T19:51:00,paid,PAY_PROD_000201
ORD_PROD_000202,CUST_00213,499.99,2026-08-27T20:15:00,paid,PAY_PROD_000202
ORD_PROD_000203,CUST_00298,299.00,2026-08-27T20:36:00,paid,PAY_PROD_000203
ORD_PROD_000204,CUST_00120,199.99,2026-08-27T20:49:00,paid,PAY_PROD_000204
ORD_PROD_000205,CUST_00186,499.00,2026-08-27T21:03:00,paid,PAY_PROD_000205
ORD_PROD_000206,CUST_00239,299.99,2026-08-27T21:17:00,paid,PAY_PROD_000206
ORD_PROD_000207,CUST_00269,3499.00,2026-08-27T21:23:00,paid,PAY_PROD_000207
ORD_PROD_000208,CUST_00309,299.00,2026-08-27T22:16:00,paid,PAY_PROD_000208
ORD_PROD_000209,CUST_00134,1999.99,2026-08-27T22:22:00,paid,PAY_PROD_000209
ORD_PROD_000210,CUST_00396,199.99,2026-08-27T22:28:00,paid,PAY_PROD_000210
ORD_PROD_000211,CUST_00382,2499.99,2026-08-27T23:10:00,paid,PAY_PROD_000211
ORD_PROD_000212,CUST_00020,199.00,2026-08-27T23:02:00,paid,PAY_PROD_000212
ORD_PROD_000213,CUST_00372,14999.99,2026-08-27T23:54:00,paid,PAY_PROD_000213
ORD_PROD_000214,CUST_00146,499.00,2026-08-27T23:34:00,paid,PAY_PROD_000214
ORD_PROD_000215,CUST_00089,9999.50,2026-08-28T00:08:00,paid,PAY_PROD_000215
ORD_PROD_000216,CUST_00053,2499.50,2026-08-28T00:16:00,paid,PAY_PROD_000216
ORD_PROD_000217,CUST_00137,799.50,2026-08-28T00:33:00,paid,PAY_PROD_000217
ORD_PROD_000218,CUST_00234,19999.00,2026-08-28T00:58:00,paid,PAY_PROD_000218
ORD_PROD_000219,CUST_00115,4999.00,2026-08-28T01:32:00,paid,PAY_PROD_000219
ORD_PROD_000220,CUST_00400,12499.00,2026-08-28T01:49:00,paid,PAY_PROD_000220
ORD_PROD_000221,CUST_00361,7499.00,2026-08-28T01:39:00,paid,PAY_PROD_000221
ORD_PROD_000222,CUST_00116,999.00,2026-08-28T02:34:00,paid,PAY_PROD_000222
ORD_PROD_000223,CUST_00141,9999.00,2026-08-28T02:37:00,paid,PAY_PROD_000223
ORD_PROD_000224,CUST_00060,9999.00,2026-08-28T02:49:00,paid,PAY_PROD_000224
ORD_PROD_000225,CUST_00100,7499.99,2026-08-28T03:25:00,paid,PAY_PROD_000225
ORD_PROD_000226,CUST_00041,3499.00,2026-08-28T03:23:00,paid,PAY_PROD_000226
ORD_PROD_000227,CUST_00037,4999.00,2026-08-28T03:47:00,paid,PAY_PROD_000227
ORD_PROD_000228,CUST_00400,199.99,2026-08-28T04:06:00,paid,PAY_PROD_000228
ORD_PROD_000229,CUST_00004,14999.00,2026-08-28T04:11:00,paid,PAY_PROD_000229
ORD_PROD_000230,CUST_00250,9999.00,2026-08-28T04:47:00,paid,PAY_PROD_000230
ORD_PROD_000231,CUST_00238,199.50,2026-08-28T04:53:00,paid,PAY_PROD_000231
ORD_PROD_000232,CUST_00210,7499.00,2026-08-28T04:51:00,paid,PAY_PROD_000232
ORD_PROD_000233,CUST_00385,799.00,2026-08-28T05:49:00,paid,PAY_PROD_000233
ORD_PROD_000234,CUST_00412,19999.00,2026-08-28T05:54:00,paid,PAY_PROD_000234
ORD_PROD_000235,CUST_00197,4999.00,2026-08-28T05:54:00,paid,PAY_PROD_000235
ORD_PROD_000236,CUST_00398,7499.00,2026-08-28T06:48:00,paid,PAY_PROD_000236
ORD_PROD_000237,CUST_00244,7499.00,2026-08-28T06:24:00,paid,PAY_PROD_000237
ORD_PROD_000238,CUST_00293,19999.00,2026-08-28T07:17:00,paid,PAY_PROD_000238
ORD_PROD_000239,CUST_00120,12499.00,2026-08-28T07:29:00,paid,PAY_PROD_000239
ORD_PROD_000240,CUST_00111,19999.50,2026-08-28T07:34:00,paid,PAY_PROD_000240
ORD_PROD_000241,CUST_00357,12499.00,2026-08-28T08:10:00,paid,PAY_PROD_000241
ORD_PROD_000242,CUST_00119,7499.00,2026-08-28T08:31:00,paid,PAY_PROD_000242
ORD_PROD_000243,CUST_00419,12499.50,2026-08-28T08:28:00,paid,PAY_PROD_000243
ORD_PROD_000244,CUST_00034,14999.00,2026-08-28T08:44:00,paid,PAY_PROD_000244
ORD_PROD_000245,CUST_00317,3499.00,2026-08-28T08:56:00,paid,PAY_PROD_000245
ORD_PROD_000246,CUST_00076,799.00,2026-08-28T09:21:00,paid,PAY_PROD_000246
ORD_PROD_000247,CUST_00020,19999.99,2026-08-28T09:35:00,paid,PAY_PROD_000247
ORD_PROD_000248,CUST_00390,3499.00,2026-08-28T10:17:00,paid,PAY_PROD_000248
ORD_PROD_000249,CUST_00029,1999.99,2026-08-28T10:22:00,paid,PAY_PROD_000249
ORD_PROD_000250,CUST_00401,2499.00,2026-08-28T10:37:00,paid,PAY_PROD_000250
ORD_PROD_000251,CUST_00266,4999.50,2026-08-28T10:48:00,paid,PAY_PROD_000251
ORD_PROD_000252,CUST_00096,19999.00,2026-08-28T11:17:00,paid,PAY_PROD_000252
ORD_PROD_000253,CUST_00317,14999.00,2026-08-28T11:42:00,paid,PAY_PROD_000253
ORD_PROD_000254,CUST_00351,7499.00,2026-08-28T11:37:00,paid,PAY_PROD_000254
ORD_PROD_000255,CUST_00115,4999.00,2026-08-28T12:35:00,paid,PAY_PROD_000255
ORD_PROD_000256,CUST_00320,9999.00,2026-08-28T12:09:00,paid,PAY_PROD_000256
ORD_PROD_000257,CUST_00362,1499.99,2026-08-28T12:45:00,paid,PAY_PROD_000257
ORD_PROD_000258,CUST_00312,9999.00,2026-08-28T13:06:00,paid,PAY_PROD_000258
ORD_PROD_000259,CUST_00312,19999.99,2026-08-28T13:17:00,paid,PAY_PROD_000259
ORD_PROD_000260,CUST_00085,14999.99,2026-08-28T14:03:00,paid,PAY_PROD_000260
ORD_PROD_000261,CUST_00067,3499.00,2026-08-28T14:01:00,paid,PAY_PROD_000261
ORD_PROD_000262,CUST_00125,12499.00,2026-08-28T14:42:00,paid,PAY_PROD_000262
ORD_PROD_000263,CUST_00375,999.99,2026-08-28T14:59:00,paid,PAY_PROD_000263
ORD_PROD_000264,CUST_00237,4999.00,2026-08-28T15:15:00,paid,PAY_PROD_000264
ORD_PROD_000265,CUST_00338,999.00,2026-08-28T14:53:00,paid,PAY_PROD_000265
ORD_PROD_000266,CUST_00044,12499.50,2026-08-28T15:30:00,paid,PAY_PROD_000266
ORD_PROD_000267,CUST_00001,799.00,2026-08-28T15:42:00,paid,PAY_PROD_000267
ORD_PROD_000268,CUST_00124,9999.00,2026-08-28T16:00:00,paid,PAY_PROD_000268
ORD_PROD_000269,CUST_00188,7499.99,2026-08-28T16:05:00,paid,PAY_PROD_000269
ORD_PROD_000270,CUST_00040,1499.00,2026-08-28T16:31:00,paid,PAY_PROD_000270
ORD_PROD_000271,CUST_00211,4999.50,2026-08-28T17:18:00,paid,PAY_PROD_000271
ORD_PROD_000272,CUST_00360,1499.50,2026-08-28T17:11:00,paid,PAY_PROD_000272
ORD_PROD_000273,CUST_00291,1999.99,2026-08-28T17:51:00,paid,PAY_PROD_000273
ORD_PROD_000274,CUST_00102,14999.00,2026-08-28T17:44:00,paid,PAY_PROD_000274
ORD_PROD_000275,CUST_00265,14999.00,2026-08-28T18:08:00,paid,PAY_PROD_000275
ORD_PROD_000276,CUST_00191,499.50,2026-08-28T18:47:00,paid,PAY_PROD_000276
ORD_PROD_000277,CUST_00311,7499.00,2026-08-28T19:03:00,paid,PAY_PROD_000277
ORD_PROD_000278,CUST_00231,999.00,2026-08-28T19:09:00,paid,PAY_PROD_000278
ORD_PROD_000279,CUST_00212,12499.00,2026-08-28T19:19:00,paid,PAY_PROD_000279
ORD_PROD_000280,CUST_00389,1499.99,2026-08-28T19:36:00,paid,PAY_PROD_000280
