payment_id,order_id,amount,currency,payment_method,card_network,card_scope,captured_at,fee,tax,status
PAY_0042,ORD_0042,47861.00,INR,card,Mastercard,domestic,2026-08-18T18:24:00+00:00,741.85,133.53,captured
PAY_0043,ORD_0043,39365.00,INR,card,Visa,domestic,2026-08-18T19:11:00+00:00,610.16,109.83,captured
PAY_0044,ORD_0044,46139.00,INR,card,Visa,domestic,2026-08-18T19:58:00+00:00,715.15,128.73,captured
PAY_0045,ORD_0045,37964.00,INR,card,Mastercard,domestic,2026-08-18T20:45:00+00:00,588.44,105.92,captured
PAY_0046,ORD_0046,48980.00,INR,card,Visa,domestic,2026-08-18T21:32:00+00:00,759.19,136.65,captured
PAY_0047,ORD_0047,60415.00,INR,card,Visa,domestic,2026-08-18T22:19:00+00:00,936.43,168.56,captured
PAY_0048,ORD_0048,46583.00,INR,card,Mastercard,domestic,2026-08-18T23:06:00+00:00,722.04,129.97,captured
PAY_0049,ORD_0049,26326.00,INR,card,Visa,domestic,2026-08-18T23:53:00+00:00,408.05,73.45,captured
PAY_0050,ORD_0050,2116.00,INR,card,Visa,domestic,2026-08-19T00:40:00+00:00,32.80,5.90,captured
PAY_0051,ORD_0051,70431.00,INR,card,Mastercard,domestic,2026-08-19T01:27:00+00:00,1091.68,196.50,captured
PAY_0052,ORD_0052,60564.00,INR,card,Visa,domestic,2026-08-19T02:14:00+00:00,938.74,168.97,captured
PAY_0053,ORD_0053,78371.00,INR,card,Visa,domestic,2026-08-19T03:01:00+00:00,1214.75,218.66,captured
PAY_0054,ORD_0054,8131.00,INR,card,Mastercard,domestic,2026-08-19T03:48:00+00:00,126.03,22.69,captured
PAY_0055,ORD_0055,76531.00,INR,card,Visa,domestic,2026-08-19T04:35:00+00:00,1186.23,213.52,captured
PAY_0056,ORD_0056,82661.00,INR,card,Visa,domestic,2026-08-19T05:22:00+00:00,1281.25,230.63,captured
PAY_0057,ORD_0057,16978.00,INR,card,Mastercard,domestic,2026-08-19T06:09:00+00:00,263.16,47.37,captured
PAY_0058,ORD_0058,54905.00,INR,card,Visa,domestic,2026-08-19T06:56:00+00:00,851.03,153.19,captured
PAY_0059,ORD_0059,16777.00,INR,card,Visa,domestic,2026-08-19T07:43:00+00:00,260.04,46.81,captured
PAY_0060,ORD_0060,77935.00,INR,card,Mastercard,domestic,2026-08-19T08:30:00+00:00,1207.99,217.44,captured
PAY_0061,ORD_0061,48106.00,INR,card,Visa,domestic,2026-08-19T09:17:00+00:00,745.64,134.22,captured
PAY_0062,ORD_0062,1397.00,INR,card,Visa,domestic,2026-08-19T10:04:00+00:00,21.65,3.90,captured
PAY_0063,ORD_0063,38237.00,INR,card,Mastercard,domestic,2026-08-19T10:51:00+00:00,592.67,106.68,captured
PAY_0064,ORD_0064,52924.00,INR,card,Visa,domestic,2026-08-19T11:38:00+00:00,820.32,147.66,captured
PAY_0065,ORD_0065,51358.00,INR,card,Visa,domestic,2026-08-19T12:25:00+00:00,796.05,143.29,captured
PAY_0066,ORD_0066,77142.00,INR,card,Mastercard,domestic,2026-08-19T13:12:00+00:00,1195.70,215.23,captured
PAY_0067,ORD_0067,65106.00,INR,card,Visa,domestic,2026-08-19T13:59:00+00:00,1009.14,181.65,captured
PAY_0068,ORD_0068,76391.00,INR,card,Visa,domestic,2026-08-19T14:46:00+00:00,1184.06,213.13,captured
PAY_0069,ORD_0069,57763.00,INR,card,Mastercard,domestic,2026-08-19T15:33:00+00:00,895.33,161.16,captured
PAY_0070,ORD_0070,79804.00,INR,card,Visa,domestic,2026-08-19T16:20:00+00:00,1236.96,222.65,captured
PAY_0071,ORD_0071,61427.00,INR,card,Visa,domestic,2026-08-19T17:07:00+00:00,952.12,171.38,captured
PAY_0072,ORD_0072,74097.00,INR,card,Mastercard,domestic,2026-08-19T17:54:00+00:00,1148.50,206.73,captured
PAY_0073,ORD_0073,29405.00,INR,card,Visa,domestic,2026-08-19T18:41:00+00:00,455.78,82.04,captured
PAY_0074,ORD_0074,32116.00,INR,card,Visa,domestic,2026-08-19T19:28:00+00:00,497.80,89.60,captured
PAY_0075,ORD_0075,74496.00,INR,card,Mastercard,domestic,2026-08-19T20:15:00+00:00,1154.69,207.84,captured
PAY_0076,ORD_0076,4484.00,INR,card,Visa,domestic,2026-08-19T21:02:00+00:00,69.50,12.51,captured
PAY_0077,ORD_0077,47721.00,INR,card,Visa,domestic,2026-08-19T21:49:00+00:00,739.68,133.14,captured
PAY_0078,ORD_0078,32826.00,INR,card,Mastercard,domestic,2026-08-19T22:36:00+00:00,508.80,91.58,captured
PAY_0079,ORD_0079,68066.00,INR,card,Visa,domestic,2026-08-19T23:23:00+00:00,1055.02,189.90,captured
PAY_0080,ORD_0080,58161.00,INR,card,Visa,domestic,2026-08-20T00:10:00+00:00,901.50,162.27,captured
PAY_0081,ORD_0081,10297.00,INR,card,Mastercard,domestic,2026-08-20T00:57:00+00:00,159.60,28.73,captured
PAY_0082,ORD_0082,9599.00,INR,card,Visa,domestic,2026-08-20T01:44:00+00:00,148.78,26.78,captured
PAY_0083,ORD_0083,54661.00,INR,card,Visa,domestic,2026-08-20T02:31:00+00:00,847.25,152.51,captured
PAY_0084,ORD_0084,55236.00,INR,card,Mastercard,domestic,2026-08-20T03:18:00+00:00,856.16,154.11,captured
PAY_0085,ORD_0085,68307.00,INR,card,Visa,domestic,2026-08-20T04:05:00+00:00,1058.76,190.58,captured
PAY_0086,ORD_0086,41228.00,INR,card,Visa,domestic,2026-08-20T04:52:00+00:00,639.03,115.03,captured
PAY_0087,ORD_0087,26490.00,INR,card,Mastercard,domestic,2026-08-20T05:39:00+00:00,410.60,73.91,captured
PAY_0088,ORD_0088,17141.00,INR,card,Visa,domestic,2026-08-20T06:26:00+00:00,265.69,47.82,captured
PAY_0089,ORD_0089,32743.00,INR,card,Visa,domestic,2026-08-20T07:13:00+00:00,507.52,91.35,captured
PAY_0090,ORD_0090,84311.00,INR,card,Mastercard,domestic,2026-08-20T08:00:00+00:00,1306.82,235.23,captured
PAY_0091,ORD_0091,44222.00,INR,card,Visa,domestic,2026-08-20T08:47:00+00:00,685.44,123.38,captured
PAY_0092,ORD_0092,49591.00,INR,card,Visa,domestic,2026-08-20T09:34:00+00:00,768.66,138.36,captured
PAY_0093,ORD_0093,69819.00,INR,card,Mastercard,domestic,2026-08-20T10:21:00+00:00,1082.19,194.79,captured
PAY_0094,ORD_0094,73773.00,INR,card,Visa,domestic,2026-08-20T11:08:00+00:00,1143.48,205.83,captured
PAY_0095,ORD_0095,41458.00,INR,card,Visa,domestic,2026-08-20T11:55:00+00:00,642.60,115.67,captured
PAY_0096,ORD_0096,56220.00,INR,card,Mastercard,domestic,2026-08-20T12:42:00+00:00,871.41,156.85,captured
PAY_0097,ORD_0097,58893.00,INR,card,Visa,domestic,2026-08-20T13:29:00+00:00,912.84,164.31,captured
PAY_0098,ORD_0098,49393.00,INR,card,Visa,domestic,2026-08-20T14:16:00+00:00,765.59,137.81,captured
PAY_0099,ORD_0099,32022.00,INR,card,Mastercard,domestic,2026-08-20T15:03:00+00:00,496.34,89.34,captured
PAY_0100,ORD_0100,51280.00,INR,card,Visa,domestic,2026-08-20T15:50:00+00:00,794.84,143.07,captured
PAY_0101,ORD_0101,47889.00,INR,card,Visa,domestic,2026-08-20T16:37:00+00:00,742.28,133.61,captured
PAY_0102,ORD_0102,74822.00,INR,card,Mastercard,domestic,2026-08-20T17:24:00+00:00,1159.74,208.75,captured
PAY_0103,ORD_0103,29961.00,INR,card,Visa,domestic,2026-08-20T18:11:00+00:00,464.40,83.59,captured
PAY_0104,ORD_0104,44683.00,INR,card,Visa,domestic,2026-08-20T18:58:00+00:00,692.59,124.67,captured
PAY_0105,ORD_0105,78105.00,INR,card,Mastercard,domestic,2026-08-20T19:45:00+00:00,1210.63,217.91,captured
PAY_0106,ORD_0106,73815.00,INR,card,Visa,domestic,2026-08-20T20:32:00+00:00,1144.13,205.94,captured
PAY_0107,ORD_0107,24877.00,INR,card,Visa,domestic,2026-08-20T21:19:00+00:00,385.59,69.41,captured
PAY_0108,ORD_0108,42341.00,INR,card,Mastercard,domestic,2026-08-20T22:06:00+00:00,656.29,118.13,captured
PAY_0109,ORD_0109,78450.00,INR,card,Visa,domestic,2026-08-20T22:53:00+00:00,1215.98,218.88,captured
PAY_0110,ORD_0110,18858.00,INR,card,Visa,domestic,2026-08-20T23:40:00+00:00,292.30,52.61,captured
PAY_0111,ORD_0111,66242.00,INR,card,Mastercard,domestic,2026-08-21T00:27:00+00:00,1026.75,184.82,captured
PAY_0112,ORD_0112,76403.00,INR,card,Visa,domestic,2026-08-21T01:14:00+00:00,1184.25,213.17,captured
PAY_0113,ORD_0113,17881.00,INR,card,Visa,domestic,2026-08-21T02:01:00+00:00,277.16,49.89,captured
PAY_0114,ORD_0114,36241.00,INR,card,Mastercard,domestic,2026-08-21T02:48:00+00:00,561.74,101.11,captured
PAY_0115,ORD_0115,14842.00,INR,card,Visa,domestic,2026-08-21T03:35:00+00:00,230.05,41.41,captured
PAY_0116,ORD_0116,44056.00,INR,card,Visa,domestic,2026-08-21T04:22:00+00:00,682.87,122.92,captured
PAY_0117,ORD_0117,55143.00,INR,card,Mastercard,domestic,2026-08-21T05:09:00+00:00,854.72,153.85,captured
PAY_0118,ORD_0118,55603.00,INR,card,Visa,domestic,2026-08-21T05:56:00+00:00,861.85,155.13,captured
PAY_0119,ORD_0119,33789.00,INR,card,Visa,domestic,2026-08-21T06:43:00+00:00,523.73,94.27,captured
PAY_0120,ORD_0120,64383.00,INR,card,Mastercard,domestic,2026-08-21T07:30:00+00:00,997.94,179.63,captured
PAY_0121,ORD_0121,52889.00,INR,card,Visa,domestic,2026-08-21T08:17:00+00:00,819.78,147.56,captured
PAY_0122,ORD_0122,9289.00,INR,card,Visa,domestic,2026-08-21T09:04:00+00:00,143.98,25.92,captured
PAY_0123,ORD_0123,77342.00,INR,card,Mastercard,domestic,2026-08-21T09:51:00+00:00,1198.80,215.78,captured
PAY_0124,ORD_0124,4587.00,INR,card,Visa,domestic,2026-08-21T10:38:00+00:00,71.10,12.80,captured
PAY_0125,ORD_0125,14966.00,INR,card,Visa,domestic,2026-08-21T11:25:00+00:00,231.97,41.75,captured
PAY_0126,ORD_0126,1342.00,INR,card,Mastercard,domestic,2026-08-21T12:12:00+00:00,20.80,3.74,captured
PAY_0127,ORD_0127,37905.00,INR,card,Visa,domestic,2026-08-21T12:59:00+00:00,587.53,105.76,captured
PAY_0128,ORD_0128,30175.00,INR,card,Visa,domestic,2026-08-21T13:46:00+00:00,467.71,84.19,captured
PAY_0129,ORD_0129,5661.00,INR,card,Mastercard,domestic,2026-08-21T14:33:00+00:00,87.75,15.80,captured
PAY_0130,ORD_0130,8310.00,INR,card,Visa,domestic,2026-08-21T15:20:00+00:00,128.81,23.19,captured
PAY_0131,ORD_0131,2527.00,INR,card,Visa,domestic,2026-08-21T16:07:00+00:00,39.17,7.05,captured
PAY_0132,ORD_0132,57434.00,INR,card,Mastercard,domestic,2026-08-21T16:54:00+00:00,890.23,160.24,captured
PAY_0133,ORD_0133,78091.00,INR,card,Visa,domestic,2026-08-21T17:41:00+00:00,1210.41,217.87,captured
PAY_0134,ORD_0134,47571.00,INR,card,Visa,domestic,2026-08-21T18:28:00+00:00,737.35,132.72,captured
PAY_0135,ORD_0135,19878.00,INR,card,Mastercard,domestic,2026-08-21T19:15:00+00:00,308.11,55.46,captured
PAY_0136,ORD_0136,43713.00,INR,card,Visa,domestic,2026-08-21T20:02:00+00:00,677.55,121.96,captured
PAY_0137,ORD_0137,67376.00,INR,card,Visa,domestic,2026-08-21T20:49:00+00:00,1044.33,187.98,captured
PAY_0138,ORD_0138,2981.00,INR,card,Mastercard,domestic,2026-08-21T21:36:00+00:00,46.21,8.32,captured
PAY_0139,ORD_0139,7087.00,INR,card,Visa,domestic,2026-08-21T22:23:00+00:00,109.85,19.77,captured
PAY_0140,ORD_0140,18765.00,INR,card,Visa,domestic,2026-08-21T23:10:00+00:00,290.86,52.35,captured
PAY_0141,ORD_0141,8860.00,INR,card,Mastercard,domestic,2026-08-21T23:57:00+00:00,137.33,24.72,captured
PAY_0142,ORD_0142,14546.00,INR,card,Visa,domestic,2026-08-22T00:44:00+00:00,225.46,40.58,captured
PAY_0143,ORD_0143,84326.00,INR,card,Visa,domestic,2026-08-22T01:31:00+00:00,1307.05,235.27,captured
PAY_0144,ORD_0144,9728.00,INR,card,Mastercard,domestic,2026-08-22T02:18:00+00:00,150.78,27.14,captured
PAY_0145,ORD_0145,42501.00,INR,card,Visa,domestic,2026-08-22T03:05:00+00:00,658.77,118.58,captured
PAY_0146,ORD_0146,83987.00,INR,card,Visa,domestic,2026-08-22T03:52:00+00:00,1301.80,234.32,captured
PAY_0147,ORD_0147,29128.00,INR,card,Mastercard,domestic,2026-08-22T04:39:00+00:00,451.48,81.27,captured
PAY_0148,ORD_0148,32204.00,INR,card,Visa,domestic,2026-08-22T05:26:00+00:00,499.16,89.85,captured
PAY_0149,ORD_0149,3175.00,INR,card,Visa,domestic,2026-08-22T06:13:00+00:00,49.21,8.86,captured
PAY_0150,ORD_0150,55349.00,INR,card,Mastercard,domestic,2026-08-22T07:00:00+00:00,857.91,154.42,captured
PAY_0151,ORD_0151,22616.00,INR,card,Visa,domestic,2026-08-22T07:47:00+00:00,350.55,63.10,captured
PAY_0152,ORD_0152,55875.00,INR,card,Visa,domestic,2026-08-22T08:34:00+00:00,866.06,155.89,captured
PAY_0153,ORD_0153,1912.00,INR,card,Mastercard,domestic,2026-08-22T09:21:00+00:00,29.64,5.34,captured
PAY_0154,ORD_0154,8829.00,INR,card,Visa,domestic,2026-08-22T10:08:00+00:00,136.85,24.63,captured
PAY_0155,ORD_0155,51105.00,INR,card,Visa,domestic,2026-08-22T10:55:00+00:00,792.13,142.58,captured
PAY_0156,ORD_0156,53608.00,INR,card,Mastercard,domestic,2026-08-22T11:42:00+00:00,830.92,149.57,captured
PAY_0157,ORD_0157,65652.00,INR,card,Visa,domestic,2026-08-22T12:29:00+00:00,1017.61,183.17,captured
PAY_0158,ORD_0158,64434.00,INR,card,Visa,domestic,2026-08-22T13:16:00+00:00,998.73,179.77,captured
PAY_0159,ORD_0159,77995.00,INR,card,Mastercard,domestic,2026-08-22T14:03:00+00:00,1208.92,217.61,captured
PAY_0160,ORD_0160,4630.00,INR,card,Visa,domestic,2026-08-22T14:50:00+00:00,71.77,12.92,captured
PAY_0161,ORD_0161,69554.00,INR,card,Visa,domestic,2026-08-22T15:37:00+00:00,1078.09,194.06,captured
PAY_0162,ORD_0162,78926.00,INR,card,Mastercard,domestic,2026-08-22T16:24:00+00:00,1223.35,220.20,captured
PAY_0163,ORD_0163,68673.00,INR,card,Visa,domestic,2026-08-22T17:11:00+00:00,1064.43,191.60,captured
PAY_0164,ORD_0164,61002.00,INR,card,Visa,domestic,2026-08-22T17:58:00+00:00,945.53,170.20,captured
PAY_0165,ORD_0165,12478.00,INR,card,Mastercard,domestic,2026-08-22T18:45:00+00:00,193.41,34.81,captured
PAY_0166,ORD_0166,6925.00,INR,card,Visa,domestic,2026-08-22T19:32:00+00:00,107.34,19.32,captured
PAY_0167,ORD_0167,71999.00,INR,card,Visa,domestic,2026-08-22T20:19:00+00:00,1115.98,200.88,captured
PAY_0168,ORD_0168,64458.00,INR,card,Mastercard,domestic,2026-08-22T21:06:00+00:00,999.10,179.84,captured
PAY_0169,ORD_0169,65778.00,INR,card,Visa,domestic,2026-08-22T21:53:00+00:00,1019.56,183.52,captured
PAY_0170,ORD_0170,21171.00,INR,card,Visa,domestic,2026-08-22T22:40:00+00:00,328.15,59.07,captured
PAY_0171,ORD_0171,71961.00,INR,card,Mastercard,domestic,2026-08-22T23:27:00+00:00,1115.40,200.77,captured
PAY_0172,ORD_0172,37332.00,INR,card,Visa,domestic,2026-08-23T00:14:00+00:00,578.65,104.16,captured
PAY_0173,ORD_0173,2626.00,INR,card,Visa,domestic,2026-08-23T01:01:00+00:00,40.70,7.33,captured
PAY_0174,ORD_0174,3100.00,INR,card,Mastercard,domestic,2026-08-23T01:48:00+00:00,48.05,8.65,captured
PAY_0175,ORD_0175,70634.00,INR,card,Visa,domestic,2026-08-23T02:35:00+00:00,1094.83,197.07,captured
PAY_0176,ORD_0176,3413.00,INR,card,Visa,domestic,2026-08-23T03:22:00+00:00,52.90,9.52,captured
PAY_0177,ORD_0177,24847.00,INR,card,Mastercard,domestic,2026-08-23T04:09:00+00:00,385.13,69.32,captured
PAY_0178,ORD_0178,47742.00,INR,card,Visa,domestic,2026-08-23T04:56:00+00:00,740.00,133.20,captured
PAY_0179,ORD_0179,53553.00,INR,card,Visa,domestic,2026-08-23T05:43:00+00:00,830.07,149.41,captured
PAY_0180,ORD_0180,75341.00,INR,card,Mastercard,domestic,2026-08-23T06:30:00+00:00,1167.79,210.20,captured
PAY_0181,ORD_0181,80759.00,INR,card,Visa,domestic,2026-08-23T07:17:00+00:00,1251.76,225.32,captured
PAY_0182,ORD_0182,28050.00,INR,card,Visa,domestic,2026-08-23T08:04:00+00:00,434.78,78.26,captured
PAY_0183,ORD_0183,60192.00,INR,card,Mastercard,domestic,2026-08-23T08:51:00+00:00,932.98,167.94,captured
PAY_0184,ORD_0184,30065.00,INR,card,Visa,domestic,2026-08-23T09:38:00+00:00,466.01,83.88,captured
PAY_0185,ORD_0185,76869.00,INR,card,Visa,domestic,2026-08-23T10:25:00+00:00,1191.47,214.46,captured
PAY_0186,ORD_0186,2395.00,INR,card,Mastercard,domestic,2026-08-23T11:12:00+00:00,37.12,6.68,captured
PAY_0187,ORD_0187,59131.00,INR,card,Visa,domestic,2026-08-23T11:59:00+00:00,916.53,164.98,captured
PAY_0188,ORD_0188,11206.00,INR,card,Visa,domestic,2026-08-23T12:46:00+00:00,173.69,31.26,captured
PAY_0189,ORD_0189,52029.00,INR,card,Mastercard,domestic,2026-08-23T13:33:00+00:00,806.45,145.16,captured
PAY_0190,ORD_0190,54147.00,INR,card,Visa,domestic,2026-08-23T14:20:00+00:00,839.28,151.07,captured
PAY_0191,ORD_0191,56740.00,INR,card,Visa,domestic,2026-08-23T15:07:00+00:00,879.47,158.30,captured
PAY_0192,ORD_0192,48405.00,INR,card,Mastercard,domestic,2026-08-23T15:54:00+00:00,750.28,135.05,captured
PAY_0193,ORD_0193,25507.00,INR,card,Visa,domestic,2026-08-23T16:41:00+00:00,395.36,71.16,captured
PAY_0194,ORD_0194,67857.00,INR,card,Visa,domestic,2026-08-23T17:28:00+00:00,1051.78,189.32,captured
PAY_0195,ORD_0195,50872.00,INR,card,Mastercard,domestic,2026-08-23T18:15:00+00:00,788.52,141.93,captured
PAY_0196,ORD_0196,66278.00,INR,card,Visa,domestic,2026-08-23T19:02:00+00:00,1027.31,184.92,captured
PAY_0197,ORD_0197,64615.00,INR,card,Visa,domestic,2026-08-23T19:49:00+00:00,1001.53,180.28,captured
PAY_0198,ORD_0198,75568.00,INR,card,Mastercard,domestic,2026-08-23T20:36:00+00:00,1171.30,210.83,captured
PAY_0199,ORD_0199,53376.00,INR,card,Visa,domestic,2026-08-23T21:23:00+00:00,827.33,148.92,captured
PAY_0200,ORD_0200,25804.00,INR,card,Visa,domestic,2026-08-23T22:10:00+00:00,399.96,71.99,captured
PAY_0201,ORD_0201,2752.00,INR,card,Mastercard,domestic,2026-08-23T22:57:00+00:00,42.66,7.68,captured
PAY_0202,ORD_0202,32126.00,INR,card,Visa,domestic,2026-08-23T23:44:00+00:00,497.95,89.63,captured
PAY_0203,ORD_0203,16897.00,INR,card,Visa,domestic,2026-08-24T00:31:00+00:00,261.90,47.14,captured
PAY_0204,ORD_0204,59586.00,INR,card,Mastercard,domestic,2026-08-24T01:18:00+00:00,923.58,166.24,captured
PAY_0205,ORD_0205,51864.00,INR,card,Visa,domestic,2026-08-24T02:05:00+00:00,803.89,144.70,captured
PAY_0206,ORD_0206,80713.00,INR,card,Visa,domestic,2026-08-24T02:52:00+00:00,1251.05,225.19,captured
PAY_0207,ORD_0207,3634.00,INR,card,Mastercard,domestic,2026-08-24T03:39:00+00:00,56.33,10.14,captured
PAY_0208,ORD_0208,83929.00,INR,card,Visa,domestic,2026-08-24T04:26:00+00:00,1300.90,234.16,captured
PAY_0209,ORD_0209,943.00,INR,card,Visa,domestic,2026-08-24T05:13:00+00:00,14.62,2.63,captured
PAY_0210,ORD_0210,41646.00,INR,card,Mastercard,domestic,2026-08-24T06:00:00+00:00,645.51,116.19,captured
PAY_0211,ORD_0211,49164.00,INR,card,Visa,domestic,2026-08-24T06:47:00+00:00,762.04,137.17,captured
PAY_0212,ORD_0212,3465.00,INR,card,Visa,domestic,2026-08-24T07:34:00+00:00,53.71,9.67,captured
PAY_0213,ORD_0213,60046.00,INR,card,Mastercard,domestic,2026-08-24T08:21:00+00:00,930.71,167.53,captured
PAY_0214,ORD_0214,9376.00,INR,card,Visa,domestic,2026-08-24T09:08:00+00:00,145.33,26.16,captured
PAY_0215,ORD_0215,70947.00,INR,card,Visa,domestic,2026-08-24T09:55:00+00:00,1099.68,197.94,captured
PAY_0216,ORD_0216,7016.00,INR,card,Mastercard,domestic,2026-08-24T10:42:00+00:00,108.75,19.58,captured
PAY_0217,ORD_0217,72841.00,INR,card,Visa,domestic,2026-08-24T11:29:00+00:00,1129.04,203.23,captured
PAY_0218,ORD_0218,14154.00,INR,card,Visa,domestic,2026-08-24T12:16:00+00:00,219.39,39.49,captured
PAY_0219,ORD_0219,54799.00,INR,card,Mastercard,domestic,2026-08-24T13:03:00+00:00,849.38,152.89,captured
PAY_0220,ORD_0220,81687.00,INR,card,Visa,domestic,2026-08-24T13:50:00+00:00,1266.15,227.91,captured
PAY_0221,ORD_0221,36772.00,INR,card,Visa,domestic,2026-08-24T14:37:00+00:00,569.97,102.59,captured
PAY_0222,ORD_0222,44458.00,INR,card,Mastercard,domestic,2026-08-24T15:24:00+00:00,689.10,124.04,captured
PAY_0223,ORD_0223,42607.00,INR,card,Visa,domestic,2026-08-24T16:11:00+00:00,660.41,118.87,captured
PAY_0224,ORD_0224,66007.00,INR,card,Visa,domestic,2026-08-24T16:58:00+00:00,1023.11,184.16,captured
PAY_0225,ORD_0225,54165.00,INR,card,Mastercard,domestic,2026-08-24T17:45:00+00:00,839.56,151.12,captured
PAY_0226,ORD_0226,55435.00,INR,card,Visa,domestic,2026-08-24T18:32:00+00:00,859.24,154.66,captured
PAY_0227,ORD_0227,76201.00,INR,card,Visa,domestic,2026-08-24T19:19:00+00:00,1181.12,212.60,captured
