settlement_id,payment_id,gross_amount,fee,tax,refund_adjustment,other_adjustment,net_amount,settled_at
SET_007,PAY_0044,46139.00,715.15,128.73,0,0,45295.12,2026-08-25T19:58:00+00:00
SET_007,PAY_0045,37964.00,588.44,105.92,0,0,37269.64,2026-08-25T20:45:00+00:00
SET_007,PAY_0046,48980.00,759.19,136.65,0,0,48084.16,2026-08-25T21:32:00+00:00
SET_007,PAY_0047,60415.00,936.43,168.56,0,0,59310.01,2026-08-25T22:19:00+00:00
SET_008,PAY_0048,46583.00,722.04,129.97,0,49.00,45681.99,2026-08-20T23:06:00+00:00
SET_008,PAY_0049,26326.00,408.05,73.45,0,49.00,25795.50,2026-08-20T23:53:00+00:00
SET_008,PAY_0050,2116.00,32.80,5.90,0,49.00,2028.30,2026-08-21T00:40:00+00:00
SET_008,PAY_0051,70431.00,1091.68,196.50,0,49.00,69093.82,2026-08-21T01:27:00+00:00
SET_008,PAY_0052,60564.00,938.74,168.97,0,49.00,59407.29,2026-08-21T02:14:00+00:00
SET_008,PAY_0053,78371.00,1214.75,218.66,0,49.00,76888.59,2026-08-21T03:01:00+00:00
SET_009,PAY_0054,8131.00,126.03,22.69,0,49.00,7933.28,2026-08-21T03:48:00+00:00
SET_009,PAY_0055,76531.00,1186.23,213.52,0,49.00,75082.25,2026-08-21T04:35:00+00:00
SET_009,PAY_0056,82661.00,1281.25,230.63,0,0,81149.12,2026-08-21T05:22:00+00:00
SET_009,PAY_0057,16978.00,263.16,47.37,0,0,16667.47,2026-08-21T06:09:00+00:00
SET_009,PAY_0058,54905.00,851.03,153.19,0,0,53900.78,2026-08-21T06:56:00+00:00
SET_009,PAY_0059,16777.00,260.04,46.81,0,0,16470.15,2026-08-21T07:43:00+00:00
SET_010,PAY_0060,77935.00,1207.99,217.44,0,0,76509.57,2026-08-21T08:30:00+00:00
SET_010,PAY_0061,48106.00,745.64,134.22,0,0,47226.14,2026-08-21T09:17:00+00:00
SET_010,PAY_0062,1397.00,21.65,3.90,0,0,1371.45,2026-08-21T10:04:00+00:00
SET_010,PAY_0063,38237.00,592.67,106.68,0,0,37537.65,2026-08-21T10:51:00+00:00
SET_010,PAY_0064,52924.00,820.32,147.66,0,0,51956.02,2026-08-21T11:38:00+00:00
SET_010,PAY_0065,51358.00,796.05,143.29,0,0,50418.66,2026-08-21T12:25:00+00:00
SET_011,PAY_0066,77142.00,1195.70,215.23,0,0,75731.07,2026-08-21T13:12:00+00:00
SET_011,PAY_0067,65106.00,1009.14,181.65,0,0,63915.21,2026-08-21T13:59:00+00:00
SET_011,PAY_0068,76391.00,1184.06,213.13,0,0,74993.81,2026-08-21T14:46:00+00:00
SET_011,PAY_0069,57763.00,895.33,161.16,0,0,56706.51,2026-08-21T15:33:00+00:00
SET_011,PAY_0070,79804.00,1236.96,222.65,0,0,78344.39,2026-08-21T16:20:00+00:00
SET_011,PAY_0071,61427.00,952.12,171.38,0,0,60303.50,2026-08-21T17:07:00+00:00
SET_012,PAY_0072,74097.00,1148.50,206.73,0,0,72741.77,2026-08-21T17:54:00+00:00
SET_012,PAY_0073,29405.00,455.78,82.04,0,0,28867.18,2026-08-21T18:41:00+00:00
SET_012,PAY_0074,32116.00,497.80,89.60,0,0,31528.60,2026-08-21T19:28:00+00:00
SET_012,PAY_0075,74496.00,1154.69,207.84,0,0,73133.47,2026-08-21T20:15:00+00:00
SET_012,PAY_0076,4484.00,69.50,12.51,0,0,4401.99,2026-08-21T21:02:00+00:00
SET_012,PAY_0077,47721.00,739.68,133.14,0,0,46848.18,2026-08-21T21:49:00+00:00
SET_013,PAY_0078,32826.00,508.80,91.58,0,0,32225.62,2026-08-21T22:36:00+00:00
SET_013,PAY_0079,68066.00,1055.02,189.90,0,0,66821.08,2026-08-21T23:23:00+00:00
SET_013,PAY_0080,58161.00,901.50,162.27,0,0,57097.23,2026-08-24T00:10:00+00:00
SET_013,PAY_0081,10297.00,159.60,28.73,0,0,10108.67,2026-08-24T00:57:00+00:00
SET_013,PAY_0082,9599.00,148.78,26.78,0,0,9423.44,2026-08-24T01:44:00+00:00
SET_013,PAY_0083,54661.00,847.25,152.51,0,0,53661.24,2026-08-24T02:31:00+00:00
SET_014,PAY_0084,55236.00,856.16,154.11,0,0,54225.73,2026-08-24T03:18:00+00:00
SET_014,PAY_0085,68307.00,1058.76,190.58,0,0,67057.66,2026-08-24T04:05:00+00:00
SET_014,PAY_0086,41228.00,639.03,115.03,0,0,40473.94,2026-08-24T04:52:00+00:00
SET_014,PAY_0087,26490.00,410.60,73.91,0,0,26005.49,2026-08-24T05:39:00+00:00
SET_014,PAY_0088,17141.00,265.69,47.82,0,0,16827.49,2026-08-24T06:26:00+00:00
SET_014,PAY_0089,32743.00,507.52,91.35,0,0,32144.13,2026-08-24T07:13:00+00:00
SET_015,PAY_0090,84311.00,1306.82,235.23,0,0,82768.95,2026-08-24T08:00:00+00:00
SET_015,PAY_0091,44222.00,685.44,123.38,0,0,43413.18,2026-08-24T08:47:00+00:00
SET_015,PAY_0092,49591.00,768.66,138.36,0,0,48683.98,2026-08-24T09:34:00+00:00
SET_015,PAY_0093,69819.00,1082.19,194.79,0,0,68542.02,2026-08-24T10:21:00+00:00
SET_015,PAY_0094,73773.00,1143.48,205.83,0,0,72423.69,2026-08-24T11:08:00+00:00
SET_015,PAY_0095,41458.00,642.60,115.67,0,0,40699.73,2026-08-24T11:55:00+00:00
SET_016,PAY_0096,56220.00,871.41,156.85,0,0,55191.74,2026-08-24T12:42:00+00:00
SET_016,PAY_0097,58893.00,912.84,164.31,0,0,57815.85,2026-08-24T13:29:00+00:00
SET_016,PAY_0098,49393.00,765.59,137.81,0,0,48489.60,2026-08-24T14:16:00+00:00
SET_016,PAY_0099,32022.00,496.34,89.34,0,0,31436.32,2026-08-24T15:03:00+00:00
SET_016,PAY_0100,51280.00,794.84,143.07,0,0,50342.09,2026-08-24T15:50:00+00:00
SET_016,PAY_0101,47889.00,742.28,133.61,0,0,47013.11,2026-08-24T16:37:00+00:00
SET_017,PAY_0102,74822.00,1159.74,208.75,0,0,73453.51,2026-08-24T17:24:00+00:00
SET_017,PAY_0103,29961.00,464.40,83.59,0,0,29413.01,2026-08-24T18:11:00+00:00
SET_017,PAY_0104,44683.00,692.59,124.67,0,0,43865.74,2026-08-24T18:58:00+00:00
SET_017,PAY_0105,78105.00,1210.63,217.91,0,0,76676.46,2026-08-24T19:45:00+00:00
SET_017,PAY_0106,73815.00,1144.13,205.94,0,0,72464.93,2026-08-24T20:32:00+00:00
SET_017,PAY_0107,24877.00,385.59,69.41,0,0,24422.00,2026-08-24T21:19:00+00:00
SET_018,PAY_0108,42341.00,656.29,118.13,0,0,41566.58,2026-08-24T22:06:00+00:00
SET_018,PAY_0109,78450.00,1215.98,218.88,0,0,77015.14,2026-08-24T22:53:00+00:00
SET_018,PAY_0110,18858.00,292.30,52.61,0,0,18513.09,2026-08-24T23:40:00+00:00
SET_018,PAY_0111,66242.00,1026.75,184.82,0,0,65030.43,2026-08-25T00:27:00+00:00
SET_018,PAY_0112,76403.00,1184.25,213.17,0,0,75005.58,2026-08-25T01:14:00+00:00
SET_018,PAY_0113,17881.00,277.16,49.89,0,0,17553.95,2026-08-25T02:01:00+00:00
SET_019,PAY_0114,36241.00,561.74,101.11,0,0,35578.15,2026-08-25T02:48:00+00:00
SET_019,PAY_0115,14842.00,230.05,41.41,0,0,14570.54,2026-08-25T03:35:00+00:00
SET_019,PAY_0116,44056.00,682.87,122.92,0,0,43250.21,2026-08-25T04:22:00+00:00
SET_019,PAY_0117,55143.00,854.72,153.85,0,0,54134.43,2026-08-25T05:09:00+00:00
SET_019,PAY_0118,55603.00,861.85,155.13,0,0,54586.02,2026-08-25T05:56:00+00:00
SET_019,PAY_0119,33789.00,523.73,94.27,0,0,33171.00,2026-08-25T06:43:00+00:00
SET_020,PAY_0120,64383.00,997.94,179.63,0,0,63205.43,2026-08-25T07:30:00+00:00
SET_020,PAY_0121,52889.00,819.78,147.56,0,0,51921.66,2026-08-25T08:17:00+00:00
SET_020,PAY_0122,9289.00,143.98,25.92,0,0,9119.10,2026-08-25T09:04:00+00:00
SET_020,PAY_0123,77342.00,1198.80,215.78,0,0,75927.42,2026-08-25T09:51:00+00:00
SET_020,PAY_0124,4587.00,71.10,12.80,0,0,4503.10,2026-08-25T10:38:00+00:00
SET_020,PAY_0125,14966.00,231.97,41.75,0,0,14692.28,2026-08-25T11:25:00+00:00
SET_021,PAY_0126,1342.00,20.80,3.74,0,0,1317.46,2026-08-25T12:12:00+00:00
SET_021,PAY_0127,37905.00,587.53,105.76,0,0,37211.71,2026-08-25T12:59:00+00:00
SET_021,PAY_0128,30175.00,467.71,84.19,0,0,29623.10,2026-08-25T13:46:00+00:00
SET_021,PAY_0129,5661.00,87.75,15.80,0,0,5557.45,2026-08-25T14:33:00+00:00
SET_021,PAY_0130,8310.00,128.81,23.19,0,0,8158.00,2026-08-25T15:20:00+00:00
SET_021,PAY_0131,2527.00,39.17,7.05,0,0,2480.78,2026-08-25T16:07:00+00:00
SET_022,PAY_0132,57434.00,890.23,160.24,0,0,56383.53,2026-08-25T16:54:00+00:00
SET_022,PAY_0133,78091.00,1210.41,217.87,0,0,76662.72,2026-08-25T17:41:00+00:00
SET_022,PAY_0134,47571.00,737.35,132.72,0,0,46700.93,2026-08-25T18:28:00+00:00
SET_022,PAY_0135,19878.00,308.11,55.46,0,0,19514.43,2026-08-25T19:15:00+00:00
SET_022,PAY_0136,43713.00,677.55,121.96,0,0,42913.49,2026-08-25T20:02:00+00:00
SET_022,PAY_0137,67376.00,1044.33,187.98,0,0,66143.69,2026-08-25T20:49:00+00:00
SET_023,PAY_0138,2981.00,46.21,8.32,0,0,2926.47,2026-08-25T21:36:00+00:00
SET_023,PAY_0139,7087.00,109.85,19.77,0,0,6957.38,2026-08-25T22:23:00+00:00
SET_023,PAY_0140,18765.00,290.86,52.35,0,0,18421.79,2026-08-25T23:10:00+00:00
SET_023,PAY_0141,8860.00,137.33,24.72,0,0,8697.95,2026-08-25T23:57:00+00:00
SET_023,PAY_0142,14546.00,225.46,40.58,0,0,14279.96,2026-08-25T00:44:00+00:00
SET_023,PAY_0143,84326.00,1307.05,235.27,0,0,82783.68,2026-08-25T01:31:00+00:00
SET_024,PAY_0144,9728.00,150.78,27.14,0,0,9550.08,2026-08-25T02:18:00+00:00
SET_024,PAY_0145,42501.00,658.77,118.58,0,0,41723.65,2026-08-25T03:05:00+00:00
SET_024,PAY_0146,83987.00,1301.80,234.32,0,0,82450.88,2026-08-25T03:52:00+00:00
SET_024,PAY_0147,29128.00,451.48,81.27,0,0,28595.25,2026-08-25T04:39:00+00:00
SET_024,PAY_0148,32204.00,499.16,89.85,0,0,31614.99,2026-08-25T05:26:00+00:00
SET_024,PAY_0149,3175.00,49.21,8.86,0,0,3116.93,2026-08-25T06:13:00+00:00
SET_025,PAY_0150,55349.00,857.91,154.42,0,0,54336.67,2026-08-25T07:00:00+00:00
SET_025,PAY_0151,22616.00,350.55,63.10,0,0,22202.35,2026-08-25T07:47:00+00:00
SET_025,PAY_0152,55875.00,866.06,155.89,0,0,54853.05,2026-08-25T08:34:00+00:00
SET_025,PAY_0153,1912.00,29.64,5.34,0,0,1877.02,2026-08-25T09:21:00+00:00
SET_025,PAY_0154,8829.00,136.85,24.63,0,0,8667.52,2026-08-25T10:08:00+00:00
SET_025,PAY_0155,51105.00,792.13,142.58,0,0,50170.29,2026-08-25T10:55:00+00:00
SET_026,PAY_0156,53608.00,830.92,149.57,0,0,52627.51,2026-08-25T11:42:00+00:00
SET_026,PAY_0157,65652.00,1017.61,183.17,0,0,64451.22,2026-08-25T12:29:00+00:00
SET_026,PAY_0158,64434.00,998.73,179.77,0,0,63255.50,2026-08-25T13:16:00+00:00
SET_026,PAY_0159,77995.00,1208.92,217.61,0,0,76568.47,2026-08-25T14:03:00+00:00
SET_026,PAY_0160,4630.00,71.77,12.92,0,0,4545.31,2026-08-25T14:50:00+00:00
SET_026,PAY_0161,69554.00,1078.09,194.06,0,0,68281.85,2026-08-25T15:37:00+00:00
SET_027,PAY_0162,78926.00,1223.35,220.20,0,0,77482.45,2026-08-25T16:24:00+00:00
SET_027,PAY_0163,68673.00,1064.43,191.60,0,0,67416.97,2026-08-25T17:11:00+00:00
SET_027,PAY_0164,61002.00,945.53,170.20,0,0,59886.27,2026-08-25T17:58:00+00:00
SET_027,PAY_0165,12478.00,193.41,34.81,0,0,12249.78,2026-08-25T18:45:00+00:00
SET_027,PAY_0166,6925.00,107.34,19.32,0,0,6798.34,2026-08-25T19:32:00+00:00
SET_027,PAY_0167,71999.00,1115.98,200.88,0,0,70682.14,2026-08-25T20:19:00+00:00
SET_028,PAY_0168,64458.00,999.10,179.84,0,0,63279.06,2026-08-25T21:06:00+00:00
SET_028,PAY_0169,65778.00,1019.56,183.52,0,0,64574.92,2026-08-25T21:53:00+00:00
SET_028,PAY_0170,21171.00,328.15,59.07,0,0,20783.78,2026-08-25T22:40:00+00:00
SET_028,PAY_0171,71961.00,1115.40,200.77,0,0,70644.83,2026-08-25T23:27:00+00:00
SET_028,PAY_0172,37332.00,578.65,104.16,0,0,36649.19,2026-08-25T00:14:00+00:00
SET_028,PAY_0173,2626.00,40.70,7.33,0,0,2577.97,2026-08-25T01:01:00+00:00
SET_029,PAY_0174,3100.00,48.05,8.65,0,0,3043.30,2026-08-25T01:48:00+00:00
SET_029,PAY_0175,70634.00,1094.83,197.07,0,0,69342.10,2026-08-25T02:35:00+00:00
SET_029,PAY_0176,3413.00,52.90,9.52,0,0,3350.58,2026-08-25T03:22:00+00:00
SET_029,PAY_0177,24847.00,385.13,69.32,0,0,24392.55,2026-08-25T04:09:00+00:00
SET_029,PAY_0178,47742.00,740.00,133.20,0,0,46868.80,2026-08-25T04:56:00+00:00
SET_029,PAY_0179,53553.00,830.07,149.41,0,0,52573.52,2026-08-25T05:43:00+00:00
SET_030,PAY_0180,75341.00,1167.79,210.20,0,0,73963.01,2026-08-25T06:30:00+00:00
SET_030,PAY_0181,80759.00,1251.76,225.32,0,0,79281.92,2026-08-25T07:17:00+00:00
SET_030,PAY_0182,28050.00,434.78,78.26,0,0,27536.96,2026-08-25T08:04:00+00:00
SET_030,PAY_0183,60192.00,932.98,167.94,0,0,59091.08,2026-08-25T08:51:00+00:00
SET_030,PAY_0184,30065.00,466.01,83.88,0,0,29515.11,2026-08-25T09:38:00+00:00
SET_030,PAY_0185,76869.00,1191.47,214.46,0,0,75463.07,2026-08-25T10:25:00+00:00
SET_031,PAY_0186,2395.00,37.12,6.68,0,0,2351.20,2026-08-25T11:12:00+00:00
SET_031,PAY_0187,59131.00,916.53,164.98,0,0,58049.49,2026-08-25T11:59:00+00:00
SET_031,PAY_0188,11206.00,173.69,31.26,0,0,11001.05,2026-08-25T12:46:00+00:00
SET_031,PAY_0189,52029.00,806.45,145.16,0,0,51077.39,2026-08-25T13:33:00+00:00
SET_031,PAY_0190,54147.00,839.28,151.07,0,0,53156.65,2026-08-25T14:20:00+00:00
SET_031,PAY_0191,56740.00,879.47,158.30,0,0,55702.23,2026-08-25T15:07:00+00:00
SET_032,PAY_0192,48405.00,750.28,135.05,0,0,47519.67,2026-08-25T15:54:00+00:00
SET_032,PAY_0193,25507.00,395.36,71.16,0,0,25040.48,2026-08-25T16:41:00+00:00
SET_032,PAY_0194,67857.00,1051.78,189.32,0,0,66615.90,2026-08-25T17:28:00+00:00
SET_032,PAY_0195,50872.00,788.52,141.93,0,0,49941.55,2026-08-25T18:15:00+00:00
SET_032,PAY_0196,66278.00,1027.31,184.92,0,0,65065.77,2026-08-25T19:02:00+00:00
SET_032,PAY_0197,64615.00,1001.53,180.28,0,0,63433.19,2026-08-25T19:49:00+00:00
SET_033,PAY_0198,75568.00,1171.30,210.83,0,0,74185.87,2026-08-25T20:36:00+00:00
SET_033,PAY_0199,53376.00,827.33,148.92,0,0,52399.75,2026-08-25T21:23:00+00:00
SET_033,PAY_0200,25804.00,399.96,71.99,0,0,25332.05,2026-08-25T22:10:00+00:00
SET_033,PAY_0201,2752.00,42.66,7.68,0,0,2701.66,2026-08-25T22:57:00+00:00
SET_033,PAY_0202,32126.00,497.95,89.63,0,0,31538.42,2026-08-25T23:44:00+00:00
SET_033,PAY_0203,16897.00,261.90,47.14,0,0,16587.96,2026-08-26T00:31:00+00:00
SET_034,PAY_0204,59586.00,923.58,166.24,0,0,58496.18,2026-08-26T01:18:00+00:00
SET_034,PAY_0205,51864.00,803.89,144.70,0,0,50915.41,2026-08-26T02:05:00+00:00
SET_034,PAY_0206,80713.00,1251.05,225.19,0,0,79236.76,2026-08-26T02:52:00+00:00
SET_034,PAY_0207,3634.00,56.33,10.14,0,0,3567.53,2026-08-26T03:39:00+00:00
SET_034,PAY_0208,83929.00,1300.90,234.16,0,0,82393.94,2026-08-26T04:26:00+00:00
SET_034,PAY_0209,943.00,14.62,2.63,0,0,925.75,2026-08-26T05:13:00+00:00
SET_035,PAY_0210,41646.00,645.51,116.19,0,0,40884.30,2026-08-26T06:00:00+00:00
SET_035,PAY_0211,49164.00,762.04,137.17,0,0,48264.79,2026-08-26T06:47:00+00:00
SET_035,PAY_0212,3465.00,53.71,9.67,0,0,3401.62,2026-08-26T07:34:00+00:00
SET_035,PAY_0213,60046.00,930.71,167.53,0,0,58947.76,2026-08-26T08:21:00+00:00
SET_035,PAY_0214,9376.00,145.33,26.16,0,0,9204.51,2026-08-26T09:08:00+00:00
SET_035,PAY_0215,70947.00,1099.68,197.94,0,0,69649.38,2026-08-26T09:55:00+00:00
SET_036,PAY_0216,7016.00,108.75,19.58,0,0,6887.67,2026-08-26T10:42:00+00:00
SET_036,PAY_0217,72841.00,1129.04,203.23,0,0,71508.73,2026-08-26T11:29:00+00:00
SET_036,PAY_0218,14154.00,219.39,39.49,0,0,13895.12,2026-08-26T12:16:00+00:00
SET_036,PAY_0219,54799.00,849.38,152.89,0,0,53796.73,2026-08-26T13:03:00+00:00
SET_036,PAY_0220,81687.00,1266.15,227.91,0,0,80192.94,2026-08-26T13:50:00+00:00
SET_036,PAY_0221,36772.00,569.97,102.59,0,0,36099.44,2026-08-26T14:37:00+00:00
SET_037,PAY_0222,44458.00,689.10,124.04,0,0,43644.86,2026-08-26T15:24:00+00:00
SET_037,PAY_0223,42607.00,660.41,118.87,0,0,41827.72,2026-08-26T16:11:00+00:00
SET_037,PAY_0224,66007.00,1023.11,184.16,0,0,64799.73,2026-08-26T16:58:00+00:00
SET_037,PAY_0225,54165.00,839.56,151.12,0,0,53174.32,2026-08-26T17:45:00+00:00
SET_037,PAY_0226,55435.00,859.24,154.66,0,0,54421.10,2026-08-26T18:32:00+00:00
SET_037,PAY_0227,76201.00,1181.12,212.60,0,0,74807.28,2026-08-26T19:19:00+00:00
SET_038,PAY_0228,64184.00,994.85,179.07,0,0,63010.08,2026-08-26T20:06:00+00:00
SET_038,PAY_0229,82934.00,1285.48,231.39,0,0,81417.13,2026-08-26T20:53:00+00:00
SET_038,PAY_0230,10156.00,157.42,28.34,0,0,9970.24,2026-08-26T21:40:00+00:00
SET_038,PAY_0231,17204.00,266.66,48.00,0,0,16889.34,2026-08-26T22:27:00+00:00
SET_038,PAY_0232,57823.00,896.26,161.33,0,0,56765.41,2026-08-26T23:14:00+00:00
SET_038,PAY_0233,24848.00,385.14,69.33,0,0,24393.53,2026-08-27T00:01:00+00:00
SET_039,PAY_0234,27001.00,418.52,75.33,0,0,26507.15,2026-08-27T00:48:00+00:00
SET_039,PAY_0235,60297.00,934.60,168.23,0,0,59194.17,2026-08-27T01:35:00+00:00
SET_039,PAY_0236,1779.00,27.57,4.96,0,0,1746.47,2026-08-27T02:22:00+00:00
SET_039,PAY_0237,49658.00,769.70,138.55,0,0,48749.75,2026-08-27T03:09:00+00:00
SET_039,PAY_0238,63014.00,976.72,175.81,0,0,61861.47,2026-08-27T03:56:00+00:00
SET_039,PAY_0239,37190.00,576.45,103.76,0,0,36509.79,2026-08-27T04:43:00+00:00
SET_040,PAY_0240,67776.00,1050.53,189.10,0,0,66536.37,2026-08-27T05:30:00+00:00
SET_040,PAY_0241,7616.00,118.05,21.25,0,0,7476.70,2026-08-27T06:17:00+00:00
SET_040,PAY_0242,41105.00,637.13,114.68,0,0,40353.19,2026-08-27T07:04:00+00:00
SET_040,PAY_0243,80466.00,1247.22,224.50,0,0,78994.28,2026-08-27T07:51:00+00:00
SET_040,PAY_0244,61413.00,951.90,171.34,0,0,60289.76,2026-08-27T08:38:00+00:00
SET_040,PAY_0245,23854.00,369.74,66.55,0,0,23417.71,2026-08-27T09:25:00+00:00
SET_041,PAY_0246,34940.00,541.57,97.48,0,0,34300.95,2026-08-27T10:12:00+00:00
SET_041,PAY_0247,28919.00,448.24,80.68,0,0,28390.08,2026-08-27T10:59:00+00:00
SET_041,PAY_0248,48520.00,752.06,135.37,0,0,47632.57,2026-08-27T11:46:00+00:00
SET_041,PAY_0249,34439.00,533.80,96.08,0,0,33809.12,2026-08-27T12:33:00+00:00
SET_041,PAY_0250,26612.00,412.49,74.25,0,0,26125.26,2026-08-27T13:20:00+00:00
SET_041,PAY_0251,65843.00,1020.57,183.70,0,0,64638.73,2026-08-27T14:07:00+00:00
SET_042,PAY_0252,63499.00,984.23,177.16,0,0,62337.61,2026-08-27T14:54:00+00:00
SET_042,PAY_0253,80363.00,1245.63,224.21,0,0,78893.16,2026-08-27T15:41:00+00:00
SET_042,PAY_0254,26959.00,417.86,75.21,0,0,26465.93,2026-08-27T16:28:00+00:00
SET_042,PAY_0255,18333.00,284.16,51.15,0,0,17997.69,2026-08-27T17:15:00+00:00
SET_042,PAY_0256,19093.00,295.94,53.27,0,0,18743.79,2026-08-27T18:02:00+00:00
SET_042,PAY_0257,12371.00,191.75,34.52,0,0,12144.73,2026-08-27T18:49:00+00:00
SET_043,PAY_0258,25757.00,399.23,71.86,0,0,25285.91,2026-08-27T19:36:00+00:00
SET_043,PAY_0259,73890.00,1145.30,206.15,0,0,72538.55,2026-08-27T20:23:00+00:00
SET_043,PAY_0260,51905.00,804.53,144.82,0,0,50955.65,2026-08-27T21:10:00+00:00
SET_043,PAY_0261,30137.00,467.12,84.08,0,0,29585.80,2026-08-27T21:57:00+00:00
SET_043,PAY_0262,59592.00,923.68,166.26,0,0,58502.06,2026-08-27T22:44:00+00:00
SET_043,PAY_0263,13856.00,214.77,38.66,0,0,13602.57,2026-08-27T23:31:00+00:00
SET_044,PAY_0264,74766.00,1158.87,208.60,0,0,73398.53,2026-08-28T00:18:00+00:00
SET_044,PAY_0265,68374.00,1059.80,190.76,0,0,67123.44,2026-08-28T01:05:00+00:00
SET_044,PAY_0266,78717.00,1220.11,219.62,0,0,77277.27,2026-08-28T01:52:00+00:00
SET_044,PAY_0267,32781.00,508.11,91.46,0,0,32181.43,2026-08-28T02:39:00+00:00
SET_044,PAY_0268,4130.00,64.02,11.52,0,0,4054.46,2026-08-28T03:26:00+00:00
SET_044,PAY_0269,39853.00,617.72,111.19,0,0,39124.09,2026-08-28T04:13:00+00:00
