payment_id,order_id,amount,currency,payment_method,card_network,card_scope,captured_at,fee,tax,status
PAY_CLAUSE_000085,ORD_CLAUSE_000085,2499.50,INR,card,Mastercard,domestic,2026-08-31T02:23:00,38.74,6.97,captured
PAY_CLAUSE_000086,ORD_CLAUSE_000086,19999.99,INR,card,RuPay,domestic,2026-09-06T22:06:00,330.00,59.40,captured
PAY_CLAUSE_000087,ORD_CLAUSE_000087,499.00,INR,card,Visa,domestic,2026-08-28T17:45:00,7.73,1.39,captured
PAY_CLAUSE_000088,ORD_CLAUSE_000088,999.00,INR,card,Mastercard,domestic,2026-09-06T23:14:00,16.48,2.97,captured
PAY_CLAUSE_000089,ORD_CLAUSE_000089,19999.99,INR,card,RuPay,domestic,2026-08-30T01:47:00,310.00,55.80,captured
PAY_CLAUSE_000090,ORD_CLAUSE_000090,2499.00,INR,card,Visa,domestic,2026-09-07T06:28:00,41.23,7.42,captured
PAY_CLAUSE_000091,ORD_CLAUSE_000091,499.00,INR,card,RuPay,domestic,2026-08-28T17:49:00,7.73,1.39,captured
PAY_CLAUSE_000092,ORD_CLAUSE_000092,4999.00,INR,card,RuPay,domestic,2026-09-05T14:13:00,82.48,14.85,captured
PAY_CLAUSE_000093,ORD_CLAUSE_000093,299.99,INR,card,Mastercard,domestic,2026-08-26T09:26:00,4.65,0.84,captured
PAY_CLAUSE_000094,ORD_CLAUSE_000094,4999.00,INR,card,RuPay,domestic,2026-09-06T19:11:00,82.48,14.85,captured
PAY_CLAUSE_000095,ORD_CLAUSE_000095,299.00,INR,card,Mastercard,domestic,2026-08-31T07:10:00,4.63,1.02,captured
PAY_CLAUSE_000096,ORD_CLAUSE_000096,12499.50,INR,card,Mastercard,domestic,2026-09-03T06:27:00,206.24,37.12,captured
PAY_CLAUSE_000097,ORD_CLAUSE_000097,7499.99,INR,card,Visa,domestic,2026-08-31T02:14:00,116.25,20.93,captured
PAY_CLAUSE_000098,ORD_CLAUSE_000098,2499.99,INR,card,Mastercard,domestic,2026-09-03T16:55:00,41.25,7.43,captured
PAY_CLAUSE_000099,ORD_CLAUSE_000099,4999.50,INR,card,RuPay,domestic,2026-08-25T10:35:00,77.49,13.95,captured
PAY_CLAUSE_000100,ORD_CLAUSE_000100,299.50,INR,card,RuPay,domestic,2026-09-03T15:56:00,4.94,0.89,captured
PAY_CLAUSE_000101,ORD_CLAUSE_000101,2499.00,INR,card,RuPay,domestic,2026-08-26T12:01:00,38.73,6.97,captured
PAY_CLAUSE_000102,ORD_CLAUSE_000102,1499.00,INR,card,Mastercard,domestic,2026-09-04T06:56:00,24.73,4.45,captured
PAY_CLAUSE_000103,ORD_CLAUSE_000103,999.00,INR,card,Visa,domestic,2026-08-28T16:52:00,15.48,2.79,captured
PAY_CLAUSE_000104,ORD_CLAUSE_000104,9999.00,INR,card,Mastercard,domestic,2026-09-05T09:51:00,184.98,33.30,captured
PAY_CLAUSE_000105,ORD_CLAUSE_000105,4999.00,INR,card,Visa,domestic,2026-08-30T03:11:00,77.48,13.95,captured
PAY_CLAUSE_000106,ORD_CLAUSE_000106,9999.50,INR,card,Visa,domestic,2026-09-07T04:16:00,164.99,29.70,captured
PAY_CLAUSE_000107,ORD_CLAUSE_000107,199.50,INR,card,RuPay,domestic,2026-08-28T07:16:00,3.09,0.56,captured
PAY_CLAUSE_000108,ORD_CLAUSE_000108,199.99,INR,card,Mastercard,domestic,2026-09-06T17:41:00,3.30,0.59,captured
PAY_CLAUSE_000109,ORD_CLAUSE_000109,1999.50,INR,card,Mastercard,domestic,2026-08-30T16:37:00,30.99,5.58,captured
PAY_CLAUSE_000110,ORD_CLAUSE_000110,3499.50,INR,card,Mastercard,domestic,2026-09-03T09:45:00,57.74,10.39,captured
PAY_CLAUSE_000111,ORD_CLAUSE_000111,999.00,INR,card,Visa,domestic,2026-08-25T22:03:00,15.48,2.79,captured
PAY_CLAUSE_000112,ORD_CLAUSE_000112,12499.00,INR,card,Visa,domestic,2026-09-06T02:14:00,206.23,37.12,captured
PAY_CLAUSE_000113,ORD_CLAUSE_000113,199.00,INR,card,Visa,domestic,2026-08-28T22:40:00,3.08,0.55,captured
PAY_CLAUSE_000114,ORD_CLAUSE_000114,299.00,INR,card,Visa,domestic,2026-09-03T06:13:00,4.93,0.89,captured
PAY_CLAUSE_000115,ORD_CLAUSE_000115,1499.99,INR,card,Mastercard,domestic,2026-08-26T13:00:00,23.25,4.19,captured
PAY_CLAUSE_000116,ORD_CLAUSE_000116,1999.99,INR,card,Mastercard,domestic,2026-09-04T07:23:00,33.00,5.94,captured
PAY_CLAUSE_000117,ORD_CLAUSE_000117,299.50,INR,card,RuPay,domestic,2026-08-26T06:54:00,4.64,0.84,captured
PAY_CLAUSE_000118,ORD_CLAUSE_000118,199.50,INR,card,Mastercard,domestic,2026-09-05T09:27:00,3.29,0.59,captured
PAY_CLAUSE_000119,ORD_CLAUSE_000119,12499.50,INR,card,Visa,domestic,2026-08-27T14:51:00,193.74,34.87,captured
PAY_CLAUSE_000120,ORD_CLAUSE_000120,12499.99,INR,card,RuPay,domestic,2026-09-08T11:30:00,206.25,37.13,captured
PAY_CLAUSE_000121,ORD_CLAUSE_000121,19999.50,INR,card,RuPay,domestic,2026-08-25T19:25:00,309.99,55.80,captured
PAY_CLAUSE_000122,ORD_CLAUSE_000122,199.00,INR,card,Mastercard,domestic,2026-09-07T19:27:00,3.28,0.59,captured
PAY_CLAUSE_000123,ORD_CLAUSE_000123,199.50,INR,card,Mastercard,domestic,2026-08-27T06:29:00,3.09,0.56,captured
PAY_CLAUSE_000124,ORD_CLAUSE_000124,2499.00,INR,card,RuPay,domestic,2026-09-02T05:38:00,41.23,7.42,captured
PAY_CLAUSE_000125,ORD_CLAUSE_000125,2499.50,INR,card,RuPay,domestic,2026-08-28T12:31:00,38.74,6.97,captured
PAY_CLAUSE_000126,ORD_CLAUSE_000126,3499.00,INR,card,RuPay,domestic,2026-09-09T06:24:00,57.73,10.39,captured
PAY_CLAUSE_000127,ORD_CLAUSE_000127,1499.00,INR,card,RuPay,domestic,2026-08-27T12:29:00,23.23,4.18,captured
PAY_CLAUSE_000128,ORD_CLAUSE_000128,2499.00,INR,card,Mastercard,domestic,2026-09-01T14:49:00,41.23,7.42,captured
PAY_CLAUSE_000129,ORD_CLAUSE_000129,19999.50,INR,card,Visa,domestic,2026-08-27T07:59:00,309.99,55.80,captured
PAY_CLAUSE_000130,ORD_CLAUSE_000130,4999.00,INR,card,RuPay,domestic,2026-09-02T18:27:00,82.48,14.85,captured
PAY_CLAUSE_000131,ORD_CLAUSE_000131,12499.00,INR,card,RuPay,domestic,2026-08-26T23:57:00,193.73,34.87,captured
PAY_CLAUSE_000132,ORD_CLAUSE_000132,19999.00,INR,card,Mastercard,domestic,2026-09-06T21:07:00,329.98,59.40,captured
PAY_CLAUSE_000133,ORD_CLAUSE_000133,1499.50,INR,card,RuPay,domestic,2026-08-30T08:29:00,23.24,4.18,captured
PAY_CLAUSE_000134,ORD_CLAUSE_000134,9999.00,INR,card,Visa,domestic,2026-09-07T02:34:00,164.98,29.70,captured
PAY_CLAUSE_000135,ORD_CLAUSE_000135,19999.00,INR,card,RuPay,domestic,2026-08-27T21:19:00,309.98,55.80,captured
PAY_CLAUSE_000136,ORD_CLAUSE_000136,1499.00,INR,card,Visa,domestic,2026-09-07T02:11:00,24.73,4.45,captured
PAY_CLAUSE_000137,ORD_CLAUSE_000137,1499.00,INR,card,Visa,domestic,2026-08-28T03:33:00,23.23,4.18,captured
PAY_CLAUSE_000138,ORD_CLAUSE_000138,499.00,INR,card,Visa,domestic,2026-09-06T04:19:00,8.23,1.48,captured
PAY_CLAUSE_000139,ORD_CLAUSE_000139,1499.99,INR,card,RuPay,domestic,2026-08-28T14:23:00,23.25,4.19,captured
PAY_CLAUSE_000140,ORD_CLAUSE_000140,799.00,INR,card,RuPay,domestic,2026-09-02T01:00:00,13.18,2.37,captured
PAY_CLAUSE_000141,ORD_CLAUSE_000141,999.99,INR,card,Visa,domestic,2026-08-28T16:45:00,15.50,2.79,captured
PAY_CLAUSE_000142,ORD_CLAUSE_000142,7499.99,INR,card,Visa,domestic,2026-09-04T20:32:00,123.75,22.28,captured
PAY_CLAUSE_000143,ORD_CLAUSE_000143,9999.00,INR,card,Visa,domestic,2026-08-28T06:52:00,154.98,27.90,captured
PAY_CLAUSE_000144,ORD_CLAUSE_000144,1499.99,INR,card,Mastercard,domestic,2026-09-06T03:11:00,24.75,4.46,captured
PAY_CLAUSE_000145,ORD_CLAUSE_000145,19999.50,INR,card,Mastercard,domestic,2026-08-26T04:02:00,309.99,55.80,captured
PAY_CLAUSE_000146,ORD_CLAUSE_000146,12499.00,INR,card,Mastercard,domestic,2026-09-04T01:44:00,206.23,37.12,captured
PAY_CLAUSE_000147,ORD_CLAUSE_000147,3499.50,INR,card,RuPay,domestic,2026-08-29T08:05:00,54.24,9.76,captured
PAY_CLAUSE_000148,ORD_CLAUSE_000148,12499.99,INR,card,RuPay,domestic,2026-09-01T21:28:00,206.25,37.13,captured
PAY_CLAUSE_000149,ORD_CLAUSE_000149,1499.99,INR,card,RuPay,domestic,2026-08-30T11:28:00,23.25,4.19,captured
PAY_CLAUSE_000150,ORD_CLAUSE_000150,3499.00,INR,card,RuPay,domestic,2026-09-03T21:16:00,57.73,10.39,captured
PAY_CLAUSE_000151,ORD_CLAUSE_000151,199.00,INR,card,Mastercard,domestic,2026-08-26T04:06:00,3.08,0.68,captured
PAY_CLAUSE_000152,ORD_CLAUSE_000152,499.00,INR,card,Visa,domestic,2026-09-02T20:18:00,8.23,1.48,captured
PAY_CLAUSE_000153,ORD_CLAUSE_000153,19999.50,INR,card,RuPay,domestic,2026-08-28T19:29:00,349.99,63.00,captured
PAY_CLAUSE_000154,ORD_CLAUSE_000154,299.99,INR,card,RuPay,domestic,2026-09-05T13:37:00,4.95,0.89,captured
PAY_CLAUSE_000155,ORD_CLAUSE_000155,14999.99,INR,card,Visa,domestic,2026-08-25T13:46:00,232.50,41.85,captured
PAY_CLAUSE_000156,ORD_CLAUSE_000156,2499.99,INR,card,Visa,domestic,2026-09-04T10:18:00,41.25,7.43,captured
PAY_CLAUSE_000157,ORD_CLAUSE_000157,1999.99,INR,card,Visa,domestic,2026-08-30T11:20:00,31.00,5.58,captured
PAY_CLAUSE_000158,ORD_CLAUSE_000158,9999.00,INR,card,Mastercard,domestic,2026-09-04T04:03:00,164.98,29.70,captured
PAY_CLAUSE_000159,ORD_CLAUSE_000159,12499.00,INR,card,Visa,domestic,2026-08-30T10:03:00,193.73,34.87,captured
PAY_CLAUSE_000160,ORD_CLAUSE_000160,3499.00,INR,card,RuPay,domestic,2026-09-04T21:05:00,57.73,10.39,captured
PAY_CLAUSE_000161,ORD_CLAUSE_000161,9999.99,INR,card,RuPay,domestic,2026-08-28T05:24:00,155.00,27.90,captured
PAY_CLAUSE_000162,ORD_CLAUSE_000162,12499.00,INR,card,Mastercard,domestic,2026-09-05T07:41:00,206.23,37.12,captured
PAY_CLAUSE_000163,ORD_CLAUSE_000163,19999.00,INR,card,Visa,domestic,2026-08-28T07:44:00,309.98,55.80,captured
PAY_CLAUSE_000164,ORD_CLAUSE_000164,4999.50,INR,card,RuPay,domestic,2026-09-05T15:13:00,82.49,14.85,captured
PAY_CLAUSE_000165,ORD_CLAUSE_000165,9999.99,INR,card,RuPay,domestic,2026-08-26T03:33:00,155.00,27.90,captured
PAY_CLAUSE_000166,ORD_CLAUSE_000166,499.99,INR,card,Mastercard,domestic,2026-09-01T19:02:00,8.25,1.49,captured
PAY_CLAUSE_000167,ORD_CLAUSE_000167,9999.99,INR,card,RuPay,domestic,2026-08-25T18:36:00,155.00,27.90,captured
PAY_CLAUSE_000168,ORD_CLAUSE_000168,999.00,INR,card,Mastercard,domestic,2026-09-06T16:43:00,16.48,2.97,captured
PAY_CLAUSE_000169,ORD_CLAUSE_000169,799.00,INR,card,Visa,domestic,2026-08-29T01:54:00,12.38,2.23,captured
PAY_CLAUSE_000170,ORD_CLAUSE_000170,14999.50,INR,card,Mastercard,domestic,2026-09-05T14:48:00,247.49,44.55,captured
PAY_CLAUSE_000171,ORD_CLAUSE_000171,2499.99,INR,card,RuPay,domestic,2026-08-28T18:44:00,38.75,6.98,captured
PAY_CLAUSE_000172,ORD_CLAUSE_000172,1499.00,INR,card,Visa,domestic,2026-09-09T00:10:00,24.73,4.45,captured
PAY_CLAUSE_000173,ORD_CLAUSE_000173,19999.00,INR,card,Visa,domestic,2026-08-30T15:32:00,309.98,55.80,captured
PAY_CLAUSE_000174,ORD_CLAUSE_000174,12499.00,INR,card,Mastercard,domestic,2026-09-04T12:34:00,206.23,37.12,captured
PAY_CLAUSE_000175,ORD_CLAUSE_000175,19999.99,INR,card,Visa,domestic,2026-08-26T23:16:00,310.00,55.80,captured
PAY_CLAUSE_000176,ORD_CLAUSE_000176,199.00,INR,card,RuPay,domestic,2026-09-04T07:48:00,3.28,0.59,captured
PAY_CLAUSE_000177,ORD_CLAUSE_000177,19999.00,INR,card,Mastercard,domestic,2026-08-30T00:43:00,309.98,55.80,captured
PAY_CLAUSE_000178,ORD_CLAUSE_000178,1499.99,INR,card,RuPay,domestic,2026-09-05T16:38:00,24.75,4.46,captured
PAY_CLAUSE_000179,ORD_CLAUSE_000179,799.00,INR,card,RuPay,domestic,2026-08-30T17:31:00,12.38,2.23,captured
PAY_CLAUSE_000180,ORD_CLAUSE_000180,3499.00,INR,card,RuPay,domestic,2026-09-07T02:14:00,57.73,10.39,captured
PAY_CLAUSE_000181,ORD_CLAUSE_000181,4999.00,INR,card,Visa,domestic,2026-08-27T13:46:00,77.48,13.95,captured
PAY_CLAUSE_000182,ORD_CLAUSE_000182,1499.00,INR,card,Mastercard,domestic,2026-09-07T18:40:00,24.73,4.45,captured
PAY_CLAUSE_000183,ORD_CLAUSE_000183,4999.00,INR,card,Mastercard,domestic,2026-08-28T20:41:00,77.48,13.95,captured
PAY_CLAUSE_000184,ORD_CLAUSE_000184,3499.50,INR,card,RuPay,domestic,2026-09-08T07:12:00,57.74,10.39,captured
PAY_CLAUSE_000185,ORD_CLAUSE_000185,1999.99,INR,card,Visa,domestic,2026-08-29T05:33:00,31.00,5.58,captured
PAY_CLAUSE_000186,ORD_CLAUSE_000186,14999.00,INR,card,Mastercard,domestic,2026-09-08T16:06:00,247.48,44.55,captured
PAY_CLAUSE_000187,ORD_CLAUSE_000187,14999.00,INR,card,Visa,domestic,2026-08-27T18:32:00,232.48,41.85,captured
PAY_CLAUSE_000188,ORD_CLAUSE_000188,1999.00,INR,card,RuPay,domestic,2026-09-02T21:01:00,32.99,5.94,captured
PAY_CLAUSE_000189,ORD_CLAUSE_000189,799.50,INR,card,Mastercard,domestic,2026-08-27T21:04:00,12.39,2.23,captured
PAY_CLAUSE_000190,ORD_CLAUSE_000190,799.99,INR,card,Mastercard,domestic,2026-09-05T22:07:00,13.20,2.38,captured
PAY_CLAUSE_000191,ORD_CLAUSE_000191,14999.00,INR,card,RuPay,domestic,2026-08-30T19:06:00,232.48,41.85,captured
PAY_CLAUSE_000192,ORD_CLAUSE_000192,9999.99,INR,card,Visa,domestic,2026-09-07T17:35:00,165.00,29.70,captured
PAY_CLAUSE_000193,ORD_CLAUSE_000193,12499.99,INR,card,RuPay,domestic,2026-08-29T15:26:00,193.75,34.88,captured
PAY_CLAUSE_000194,ORD_CLAUSE_000194,1999.50,INR,card,Mastercard,domestic,2026-09-06T06:14:00,32.99,5.94,captured
PAY_CLAUSE_000195,ORD_CLAUSE_000195,2499.00,INR,card,Visa,domestic,2026-08-30T08:06:00,38.73,6.97,captured
PAY_CLAUSE_000196,ORD_CLAUSE_000196,799.00,INR,card,Mastercard,domestic,2026-09-02T05:35:00,13.18,2.37,captured
